X,Y,NUMNAT
5.97665233569032,46.1494051383414,990001
6.00251398549864,46.148569285057,990002
6.02837484116896,46.1477275176687,990003
6.10595258773178,46.1451667336279,990004
6.13181021123519,46.1443013125813,990005
5.97785110545026,46.1673798018497,990006
6.00372124903596,46.166543673215,990007
6.02959059769982,46.1657016285325,990008
6.05545914587386,46.1648536680762,990009
6.08132688799112,46.163999792122,990010
6.10719381848572,46.1631400009478,990011
6.13305993179279,46.1622742948333,990012
6.15892522234856,46.1614026740603,990013
6.00492930749512,46.1845180534906,990014
6.03080715472051,46.1836757314131,990015
6.05668420066574,46.1828274916174,990016
6.08256043975842,46.1819733343796,990017
6.10843586642718,46.1811132599779,990018
6.13431047510171,46.180247268692,990019
6.16018426021277,46.179375360804,990020
6.18605721619217,46.1784975365976,990021
5.98025101380803,46.203329103765,990022
6.00613816166098,46.2024924241293,990023
6.03202451302135,46.201649824556,990024
6.05791006231019,46.2008013053193,990025
6.08379480394965,46.1999468666957,990026
6.10967873236288,46.1990865089634,990027
6.13556184197411,46.1982202324025,990028
6.16144412720863,46.1973480372951,990029
6.1873255824928,46.1964699239253,990030
6.21320620225404,46.1955858925789,990031
6.00734781231944,46.2204667833761,990032
6.0332426733937,46.2196239062059,990033
6.05913673160404,46.2187751074266,990034
6.08502998136711,46.2179203873148,990035
6.11092241710059,46.2170597461489,990036
6.13681403322323,46.2161931842093,990037
6.16270482415486,46.2153207017781,990038
6.18859478431635,46.2144422991397,990039
6.21448390812968,46.21355797658,990040
6.2403721900179,46.2126677343872,990041
6.06036420934517,46.2367488961835,990042
6.08626597281416,46.2358938944811,990043
6.11216692144913,46.2350329697785,990044
6.13806704966338,46.2341661223563,990045
6.16396635187122,46.2332933524968,990046
6.18986482248808,46.2324146604845,990047
6.21576245593044,46.2315300466058,990048
6.24165924661589,46.2306395111487,990049
6.26755518896309,46.2297430544034,990050
6.29345027739183,46.2288406766621,990051
6.13932089210993,46.252139045087,990052
6.16522871117859,46.2512659876946,990053
6.19113569783432,46.2503870062032,990054
6.21704184648814,46.2495021008993,990055
6.24294715155213,46.2486112720712,990056
6.2688516074395,46.2477145200094,990057
6.29475520856455,46.2468118450061,990058
6.11465839221942,46.2709793693434,990059
6.14057556137935,46.2701119506442,990060
6.16649190289889,46.2692386056142,990061
6.1924074111825,46.2683593345383,990062
6.21832208063567,46.2674741377032,990063
6.24423590566502,46.2665830153974,990064
6.11590536026416,46.2889525417639,990065
6.14183105828915,46.2880848372702,990066
6.16775592785516,46.2872112044979,990067
6.19367996336111,46.2863316437321,990068
6.21960315920703,46.2854461552595,990069
6.14308738365795,46.3060577032068,990070
6.16902078687148,46.3051837825873,990071
6.19495335519977,46.304303932026,990072
6.22088508303733,46.3034181518099,990073
6.24681596477977,46.302526442228,990074
6.14434453830543,46.3240305466951,990075
6.17028648077306,46.3231563381236,990076
6.19622758752917,46.3222761976612,990077
6.22216785296276,46.3213901255952,990078
6.24810727146393,46.3204981222148,990079
6.14560252305235,46.3420033659759,990080
6.17155301038617,46.3411288693474,990081
6.1975026611811,46.3402484388782,990082
6.22345146982062,46.3393620748559,990083
6.24939943068932,46.3384697775698,990084
6.17282037653819,46.3591013744986,990085
6.19877857698845,46.3582206539169,990086
6.22473593444933,46.3573339978318,990087
6.25069244329986,46.3564414065329,990088
6.27664809792023,46.3555428803119,990089
6.17408858005757,46.3770738518167,990090
6.20005533578522,46.3761928410166,990091
6.22602124768839,46.3753058927622,990092
6.2519863101406,46.3744130073433,990093
6.27795051751649,46.3735141850516,990094
6.30391386419181,46.3726094261809,990095
6.14938146611371,46.3959216609709,990096
6.17535762177387,46.3950462995406,990097
6.20133293840648,46.3941649984162,990098
6.22730741037842,46.3932777578859,990099
6.25328103205767,46.3923845782396,990100
6.27925379781333,46.3914854597693,990101
6.30522570201562,46.390580402769,990102
