ID_GéoFLA;COMMUNE1;COMMUNE;COMMUNE0;STATUT;POPULATION;SUPERFICIE;CHEF_LIEU;ORDONNée0;CENTROïdE;ORDONNée_;MOYENNE;CANTON;ARRONDISSE;DépARTEME;DépARTEM0;RégION;NOM_RégIO;OBJECT_ID;LENGTH;SHAPE_AREA;Referent;x;y
12056;086;34086;COURNIOU;Commune simple;0.6;3035;6303;18302;6289;18319;593;33;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11726;22010.2152544761;30400254.8713142;Rodolphe Majurel;675240.225531297;6265612.91934007
12057;089;34089;CREISSAN;Commune simple;0.9;861;6547;18194;6538;18196;130;06;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11727;12120.8197093523;8190160.75850756;Camille Montegu;700059.974305347;6253069.27103827
12058;091;34091;LE CROS;Commune simple;0;2249;6827;18746;6825;18759;739;08;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11728;20882.4329451015;22296800.9834081;Julien Penvern;729205.903470301;6309134.10479105
12059;092;34092;CRUZY;Commune simple;0.8;2600;6490;18172;6485;18167;125;30;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11729;25465.5124701725;25762983.0868515;Camille Montegu;694738.774253834;6250257.03395796
12060;093;34093;DIO-ET-VALQUIERES;Commune simple;0.1;1868;6724;18521;6714;18523;462;16;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11730;16906.0742478118;19203575.3266504;Camille Fraissard;717875.853817581;6285602.26869252
12061;094;34094;ESPONDEILHAN;Commune simple;0.6;516;6750;18268;6747;18265;93;35;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11731;9067.02747395399;4966570.19566767;Camille Montegu;720946.352003552;6259835.60035309
12062;096;34096;FAUGERES;Commune simple;0.4;2609;6689;18407;6685;18411;322;03;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11732;22381.7582611935;26051178.0096249;Camille Fraissard;714870.415787173;6274448.25380056
12063;097;34097;FELINES-MINERVOIS;Commune simple;0.4;3026;6214;18141;6199;18169;374;27;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11733;26743.3994774912;30277192.9914538;Thomas Cuypers;666120.835790678;6250655.88911626
12064;098;34098;FERRALS-LES-MONTAGNES;Commune simple;0.1;2560;6239;18222;6247;18241;646;27;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11734;23522.0693716026;25368205.440223;Thomas Cuypers;671023.042249786;6257845.26280727
12065;099;34099;FERRIERES-LES-VERRERIES;Commune simple;0;1734;7175;18762;7177;18750;289;09;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11735;19816.3104775795;17482957.6598114;Blandine Carré & Yves Bas;764394.134965332;6307940.98088766
12066;100;34100;FERRIERES-POUSSAROU;Commune simple;0;2580;6449;18316;6459;18314;534;26;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11736;21708.062928494;26022781.7444958;Rodolphe Majurel;692244.243030566;6264912.8271569
12067;101;34101;FLORENSAC;Chef-lieu de pseudo-canton;3.9;3601;6915;18207;6914;18210;19;11;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11737;26828.0976107711;35922098.3479323;Camille Montegu;737660.599567574;6254193.08618211
12068;102;34102;FONTANES;Commune simple;0.2;837;7271;18671;7275;18671;119;09;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11738;12202.3656801786;8333798.67317841;Thierry Alignan;774027.688767012;6299929.03110756
12069;103;34103;FONTES;Commune simple;0.8;1769;6843;18380;6853;18383;99;21;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11739;17673.4602212523;17841255.8173674;Jason Crebassa & Justine Bertrand;731636.375816509;6271505.0054339
12070;104;34104;FOS;Commune simple;0.1;654;6735;18408;6732;18410;301;29;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11740;10738.0536026516;6648565.45930067;Camille Fraissard;719602.334647419;6274362.01467928
12071;105;34105;FOUZILHON;Commune simple;0.1;539;6735;18336;6729;18341;180;29;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11741;10422.268846643;5475150.5680696;Camille Fraissard;719245.395241025;6267433.63009118
12072;106;34106;FOZIERES;Commune simple;0.2;551;6822;18616;6821;18615;387;15;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11742;10644.7286814299;5702377.92098147;Vincent Prie;728722.299106572;6294725.29963041
12073;107;34107;FRAISSE-SUR-AGOUT;Commune simple;0.3;5858;6372;18450;6372;18435;912;34;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11743;36238.7920686401;58888666.8247508;Rodolphe Majurel;683633.877095209;6277085.84780622
12074;108;34108;FRONTIGNAN;Chef-lieu de pseudo-canton;19.1;4003;7150;18282;7145;18283;28;12;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11744;31459.468185301;39085444.118688;Charlotte Roemer;760730.517883189;6261307.29636392
12075;109;34109;GABIAN;Commune simple;0.7;1609;6758;18350;6751;18355;158;29;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11745;17190.2584145581;16091417.0177149;Camille Fraissard;721449.482264739;6268837.38945792
12076;110;34110;GALARGUES;Commune simple;0.5;1128;7358;18646;7346;18659;102;07;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11746;19983.1573934927;11487508.9832476;Clement Lemarchand;781189.649565884;6298656.04041651
12077;111;34111;GANGES;Chef-lieu de pseudo-canton;3.5;727;7102;18823;7099;18836;260;13;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11747;10797.1648974628;7184634.9722081;Antonin Wilmart;756645.264087374;6316510.18941324
12078;112;34112;GARRIGUES;Commune simple;0.1;490;7351;18673;7348;18677;108;09;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11748;9426.09729353661;5129374.55161899;Clement Lemarchand;781409.248539789;6300482.83905124
12079;113;34113;GIGEAN;Commune simple;3.6;1631;7113;18340;7123;18334;94;20;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11749;15378.6073022026;16341874.4886188;Charlotte Roemer;758605.008820096;6266394.79393034
12080;114;34114;GIGNAC;Chef-lieu de pseudo-canton;4;2993;6981;18507;6999;18494;115;14;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11750;26900.6429050929;30245391.3216048;Jason Crebassa & Justine Bertrand;746338.494752794;6282448.18103138
12081;115;34115;GORNIES;Commune simple;0.1;2921;7036;18771;7035;18767;448;13;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11751;25423.0506703646;29300305.5835322;Antonin Wilmart;750227.414514778;6309691.29122855
12082;116;34116;GRABELS;Commune simple;5.4;1655;7183;18506;7176;18509;106;46;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11752;19756.8068707402;16754093.1688277;Jeremy Garin;764093.988178968;6283841.88123981
12083;117;34117;GRAISSESSAC;Commune simple;0.6;981;6610;18534;6604;18540;551;03;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11753;13638.1605071839;9535237.78601691;Camille Fraissard;706930.538416314;6287453.172692
12084;118;34118;GUZARGUES;Commune simple;0.3;1162;7281;18591;7280;18598;125;07;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11754;13882.9154792178;11413282.6409274;Thierry Alignan;774532.699492598;6292637.23990918
12085;119;34119;HEREPIAN;Commune simple;1.4;886;6629;18437;6631;18436;258;31;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11755;14747.4759554173;8631327.37695927;Camille Fraissard;709555.689008605;6276990.10236143
12086;120;34120;JACOU;Commune simple;4.8;340;7272;18522;7271;18525;62;07;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11756;7320.05030024614;3309096.09961194;Jeremy Garin;773589.200912124;6285356.29370351
12087;121;34121;JONCELS;Commune simple;0.2;4663;6692;18598;6682;18630;570;16;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11757;32747.5320623863;46646167.0371737;Julien Penvern;714828.276806367;6296359.43192998
12088;122;34122;JONQUIERES;Commune simple;0.4;206;6919;18532;6922;18531;109;14;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11758;5407.48242822192;1776944.70783293;Jason Crebassa & Justine Bertrand;738683.531745533;6286220.95072011
12089;123;34123;JUVIGNAC;Commune simple;5.6;1105;7190;18467;7179;18480;81;46;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11759;17142.4602806502;11273976.8524838;Jeremy Garin;764301.232938364;6280889.3983205
12090;124;34124;LACOSTE;Commune simple;0.2;756;6888;18500;6877;18512;149;10;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11760;12704.1547588649;7479387.51418697;Jason Crebassa & Justine Bertrand;734222.363030355;6284343.41456315
12091;125;34125;LAGAMAS;Commune simple;0.1;453;6958;18531;6965;18532;81;14;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11761;8300.99963975187;4402836.16814493;Jason Crebassa & Justine Bertrand;743012.949705598;6286283.88260645
12092;126;34126;LAMALOU-LES-BAINS;Commune simple;2.2;623;6600;18442;6604;18441;255;31;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11762;10537.2092684059;6039936.73751976;Camille Fraissard;706865.432596046;6277528.7465572
12093;127;34127;LANSARGUES;Commune simple;2.5;1858;7402;18515;7410;18498;5;19;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11763;19864.0529905966;18476780.1347899;Justine Przybilski;787446.791886941;6282523.94683797
12094;128;34128;LAROQUE;Commune simple;1.1;675;7115;18811;7123;18814;225;13;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11764;11309.5952195918;6793776.30381945;Antonin Wilmart;758998.424719653;6314344.59977998
12095;130;34130;LAURENS;Commune simple;0.9;1661;6696;18360;6698;18359;172;25;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11765;17818.3177484053;16986732.5561198;Camille Fraissard;716204.597557602;6269243.39604683
12096;131;34131;LAURET;Commune simple;0.4;679;7247;18716;7244;18711;191;09;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11766;10146.8169393115;6573256.09793128;Clement Lemarchand;770999.907475555;6303978.13059246
12097;132;34132;LAUROUX;Commune simple;0.2;2672;6767;18644;6758;18660;587;15;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11767;22854.3497501594;26901794.646495;Julien Penvern;722437.012731604;6299229.74933587
12098;133;34133;LAVALETTE;Commune simple;0;862;6755;18548;6754;18550;439;16;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11768;13602.3148116652;8989882.77214195;Vincent Prie;721881.298207231;6288263.19265042
12099;134;34134;LAVERUNE;Commune simple;2.6;717;7187;18437;7184;18436;38;44;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11769;11235.5230988874;7041308.16151518;Jeremy Garin;764820.180302147;6276554.15229335
12100;135;34135;LESPIGNAN;Commune simple;2.6;2296;6679;18082;6677;18082;35;38;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11770;19634.9272769315;22821531.9659983;Camille Montegu;713847.026628054;6241614.55875849
12101;136;34136;LEZIGNAN-LA-CEBE;Commune simple;1;626;6891;18329;6893;18329;34;21;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11771;11065.3268424733;6261535.43516157;Jason Crebassa & Justine Bertrand;735581.343985004;6266040.89485533
12102;137;34137;LIAUSSON;Commune simple;0.1;789;6834;18487;6827;18492;226;10;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11772;11634.3823322323;7420182.03874983;Vincent Prie;729147.101985125;6282392.88250519
12103;138;34138;LIEURAN-CABRIERES;Commune simple;0.2;616;6872;18432;6867;18438;167;21;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11773;11570.3237017302;5859476.89337328;Jason Crebassa & Justine Bertrand;733132.209266193;6276961.69847517
12104;139;34139;LIEURAN-LES-BEZIERS;Commune simple;0.9;857;6730;18244;6725;18237;72;05;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11774;12739.9668687597;8374787.04457781;Camille Montegu;718744.323079612;6257067.61832322
12105;140;34140;LIGNAN-SUR-ORB;Commune simple;2.8;340;6676;18205;6678;18204;25;38;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11775;7454.83438843208;3344944.81172464;Camille Montegu;714054.581112001;6253767.59041973
12106;141;34141;LA LIVINIERE;Commune simple;0.6;3124;6243;18126;6240;18151;267;27;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11776;30763.5799916872;32376977.3804819;Thomas Cuypers;670258.142380327;6248818.39414325
12107;142;34142;LODEVE;Sous-préfecture;6.9;2320;6792;18593;6781;18592;311;15;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11777;29681.1829746496;23037916.3437416;Vincent Prie;724705.246049174;6292488.66435736
12108;143;34143;LOUPIAN;Commune simple;1.5;2396;7035;18283;7045;18283;35;20;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11778;21546.9171187332;23932536.5434881;Charlotte Roemer;750787.606085919;6261372.50482522
12109;144;34144;LUNAS;Chef-lieu de pseudo-canton;0.6;4493;6692;18565;6701;18567;451;16;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11779;37835.3899229006;44464131.8332148;Julien Penvern;716648.249301763;6290050.52027731
12110;145;34145;LUNEL;Chef-lieu de pseudo-canton;22.4;2430;7452;18544;7452;18550;12;17;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11780;22330.3768758612;24267225.7203179;Justine Przybilski;791645.115445993;6287688.60445888
12111;146;34146;LUNEL-VIEL;Commune simple;3.2;1215;7417;18544;7410;18550;21;17;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11781;16742.5397796189;12358253.8072847;Justine Przybilski;787498.765131437;6287679.74655642
12112;147;34147;MAGALAS;Commune simple;1.8;2092;6717;18302;6713;18313;130;29;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11782;20042.2761124491;20998773.1397959;Camille Montegu;717640.472718384;6264646.83491148
12113;148;34148;MARAUSSAN;Commune simple;2.8;1230;6666;18186;6663;18190;42;38;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11783;14876.4964600016;12231293.8776311;Camille Montegu;712525.633060231;6252384.59241018
12114;149;34149;MARGON;Commune simple;0.2;451;6786;18321;6783;18320;94;29;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11784;8976.25689652334;4643584.82331835;Camille Montegu;724645.653720864;6265309.19952193
12115;150;34150;MARSEILLAN;Commune simple;6.2;5301;6967;18178;6982;18183;5;01;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11785;33179.8563337379;53206623.8095903;Charlotte Roemer;744435.476377751;6251413.52553721
12116;151;34151;MARSILLARGUES;Commune simple;5.3;4257;7486;18531;7463;18489;3;17;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11786;34134.2486103553;42338319.2766135;Justine Przybilski;792719.198494289;6281540.84149815
12117;152;34152;MAS-DE-LONDRES;Commune simple;0.3;1927;7141;18654;7158;18661;217;32;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11787;20762.1404105604;19274098.452267;Blandine Carré & Yves Bas;762344.923058917;6299029.06539206
12118;153;34153;LES MATELLES;Chef-lieu de pseudo-canton;1.4;1680;7187;18598;7186;18595;153;18;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11788;19973.470498031;16520804.7149726;Thierry Alignan;765078.751815655;6292418.67799457
12119;154;34154;MAUGUIO;Chef-lieu de pseudo-canton;14.8;7703;7350;18474;7348;18448;5;19;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11789;40270.1416395886;77065713.2456206;Jeremy Garin;781181.981744553;6277593.80306413
12120;155;34155;MAUREILHAN;Commune simple;1.4;1044;6636;18175;6621;18169;53;06;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11790;16762.5432260753;10307051.6815715;Camille Montegu;708363.093010077;6250292.93035188
12121;156;34156;MERIFONS;Commune simple;0;678;6766;18485;6762;18486;254;16;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11791;12179.239174;6648732.05339369;Camille Fraissard;722699.734686071;6281863.85335765
12122;157;34157;MEZE;Chef-lieu de pseudo-canton;7.6;4713;7028;18257;7006;18260;19;20;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11792;27360.7473975115;47216356.4042454;Charlotte Roemer;746833.304447612;6259105.37247842
12123;158;34158;MINERVE;Commune simple;0.1;2771;6332;18169;6312;18179;345;27;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11793;25459.1657353606;27673900.9958275;Thomas Cuypers;677512.680705711;6251563.17729552
12124;159;34159;MIREVAL;Commune simple;3;1135;7185;18350;7187;18361;38;12;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11794;13724.3357866366;11006133.3581461;Charlotte Roemer;764986.433331023;6268995.07990869
12125;160;34160;MONS;Commune simple;0.5;2181;6500;18412;6506;18410;390;26;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11795;29565.9350928351;22014039.9980556;Rodolphe Majurel;697073.419676631;6274529.41277279
12126;161;34161;MONTADY;Commune simple;2.5;1001;6637;18145;6631;18143;43;06;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11796;16104.779063227;10275189.3383566;Camille Montegu;709300.303440624;6247714.86351265
12127;162;34162;MONTAGNAC;Chef-lieu de pseudo-canton;3;4012;6928;18316;6950;18309;70;21;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11797;31974.5756414573;39957806.2273486;Charlotte Roemer;741334.950652254;6264089.99127753
12128;163;34163;MONTARNAUD;Commune simple;2.4;2765;7100;18506;7101;18503;174;02;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11798;26585.7519937201;27466422.4305286;Charlotte Roemer;756547.880883142;6283312.31074744
12129;164;34164;MONTAUD;Commune simple;0.6;1288;7305;18623;7309;18619;114;07;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11799;22760.7645616942;13629926.034752;Thierry Alignan;777427.745957076;6294735.12563248
12130;165;34165;MONTBAZIN;Commune simple;2.2;2138;7100;18358;7081;18376;120;20;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11800;29093.4462954613;21487450.2963569;Charlotte Roemer;754398.495543451;6270656.41303808
12131;166;34166;MONTBLANC;Commune simple;2.1;2721;6836;18221;6826;18177;30;35;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11801;28904.7642706975;27344664.7021417;Camille Montegu;729030.522036102;6252497.18507487
12132;167;34167;MONTELS;Commune simple;0.2;744;6563;18105;6560;18099;8;06;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11802;11775.7621958227;7092221.30176913;Camille Montegu;702128.076211297;6243435.86986495
12133;168;34168;MONTESQUIEU;Commune simple;0;1451;6759;18404;6756;18405;251;29;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11803;17325.8821093668;14667132.1834486;Camille Fraissard;722007.378116063;6273748.16589744
12134;169;34169;MONTFERRIER-SUR-LEZ;Commune simple;3.3;754;7228;18530;7233;18531;76;23;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11804;12514.0610447217;7374037.60480386;Jeremy Garin;769771.167872811;6285941.66384201
12135;170;34170;MONTOULIERS;Commune simple;0.2;774;6462;18152;6462;18149;119;30;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11805;10876.755653515;7445452.7285955;Thomas Cuypers;692439.189666347;6248470.95051521
12136;171;34171;MONTOULIEU;Commune simple;0.1;1623;7168;18816;7178;18807;282;13;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11806;17600.0710273232;16323443.2112874;Antonin Wilmart;764459.274349412;6313619.58344333
12137;172;34172;MONTPELLIER;Préfecture de région;225.4;5722;7244;18466;7238;18469;45;99;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11807;36000.7144222937;57489858.3320521;Jeremy Garin;770214.229376956;6279765.76072337
12138;173;34173;MONTPEYROUX;Commune simple;1.1;2259;6944;18555;6941;18572;294;14;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11808;21909.1786422417;22983269.9296171;Jason Crebassa & Justine Bertrand;740578.525236612;6290334.98075829
12139;174;34174;MOULES-ET-BAUCELS;Commune simple;0.6;2290;7121;18839;7140;18841;292;13;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11809;19220.5502433605;23075763.2877246;Antonin Wilmart;760726.732231695;6317027.08700868
12140;175;34175;MOUREZE;Commune simple;0.1;1355;6824;18468;6819;18465;294;10;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11810;18886.5391115192;14056953.8210374;Vincent Prie;728346.105968412;6279705.22090912
12141;176;34176;MUDAISON;Commune simple;2.3;814;7375;18508;7373;18501;11;19;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11811;12253.1429281057;7988847.04185608;Justine Przybilski;783705.03011011;6282892.82552355
12142;177;34177;MURLES;Commune simple;0.2;2400;7137;18551;7146;18565;222;18;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11812;22798.9303420803;24603114.305345;Jeremy Garin;761120.509650021;6289490.46094174
12143;178;34178;MURVIEL-LES-BEZIERS;Chef-lieu de pseudo-canton;2.4;3274;6654;18268;6648;18287;100;25;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11813;26609.0418868994;33273938.1942789;Camille Montegu;711069.212963762;6262070.29734163
12144;180;34180;NEBIAN;Commune simple;1;994;6885;18455;6889;18447;116;10;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11814;13320.1359533899;10420914.0428408;Jason Crebassa & Justine Bertrand;735351.005722984;6277924.58025454
12145;181;34181;NEFFIES;Commune simple;0.7;1093;6804;18373;6806;18380;176;29;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11815;13398.2645285159;10986907.3107168;Camille Fraissard;727004.86305754;6271222.11527019
12146;182;34182;NEZIGNAN-L'EVEQUE;Commune simple;1;432;6867;18249;6865;18249;33;28;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11816;7910.15750333657;3881702.16410736;Camille Montegu;732746.317710523;6258122.88427646
12147;183;34183;NISSAN-LEZ-ENSERUNE;Commune simple;2.9;3036;6643;18098;6630;18091;33;06;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11817;23468.4276247046;30677465.3476598;Camille Montegu;709188.465395146;6242505.61610239
12148;184;34184;NIZAS;Commune simple;0.5;880;6867;18351;6875;18352;64;21;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11818;12786.4936853479;9174133.95555525;Jason Crebassa & Justine Bertrand;733876.870492469;6268377.31369652
12149;185;34185;NOTRE-DAME-DE-LONDRES;Commune simple;0.4;2836;7159;18705;7144;18711;241;32;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11819;21372.6152524199;29006460.8401292;Blandine Carré & Yves Bas;760980.422404198;6304032.34400045
12150;186;34186;OCTON;Commune simple;0.4;2182;6780;18507;6774;18511;311;16;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11820;23525.2441850964;21802675.7938606;Vincent Prie;723907.082137293;6284325.33639914
12151;187;34187;OLARGUES;Chef-lieu de pseudo-canton;0.6;1853;6467;18395;6470;18377;396;26;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11821;18718.0829738228;18986570.8158017;Rodolphe Majurel;693383.980420918;6271288.66286498
12152;188;34188;OLMET-ET-VILLECUN;Commune simple;0.1;968;6768;18566;6775;18566;283;15;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11822;14151.0592928313;9659562.38563015;Vincent Prie;724087.426854049;6289912.30940821
12153;189;34189;OLONZAC;Chef-lieu de pseudo-canton;1.6;1940;6320;18091;6325;18088;60;27;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11823;22534.7700793248;19569471.0466495;Thomas Cuypers;678706.376292028;6242496.87334692
12154;190;34190;OUPIA;Commune simple;0.2;907;6349;18098;6357;18097;137;27;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11824;13872.5955066885;8895992.84821713;Thomas Cuypers;681858.14134994;6243341.77100168
12155;191;34191;PAILHES;Commune simple;0.5;594;6689;18257;6687;18264;106;25;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11825;10506.5904549231;5410499.22593046;Camille Montegu;715029.781423967;6259802.30253089
12156;193;34193;PARDAILHAN;Commune simple;0.2;4129;6413;18277;6406;18271;560;33;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11826;29518.9223525477;41969031.9556805;Rodolphe Majurel;686889.129264472;6260658.69783469
12157;194;34194;PAULHAN;Commune simple;2.6;1142;6908;18383;6908;18379;43;10;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11827;14609.9346646812;11370393.3581172;Jason Crebassa & Justine Bertrand;737161.73152523;6271115.77314469
12158;195;34195;PEGAIROLLES-DE-BUEGES;Commune simple;0.1;1327;7007;18679;6998;18678;476;32;3;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11828;16214.2486752344;13056080.0511555;Olivier Belon;746393.37327365;6300860.85698667
12159;196;34196;PEGAIROLLES-DE-L'ESCALETTE;Commune simple;0.1;3202;6794;18672;6803;18684;640;08;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11829;25505.5700046648;31999593.1259044;Julien Penvern;726979.768033314;6301616.42842532
12160;197;34197;PERET;Commune simple;0.6;1106;6857;18420;6859;18419;165;21;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11830;13636.4734823437;10895383.4473042;Jason Crebassa & Justine Bertrand;732267.864938727;6275150.07324905
12161;199;34199;PEZENAS;Chef-lieu de pseudo-canton;7.4;2997;6880;18292;6875;18295;29;28;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11831;26008.5792516501;30710256.7860048;Camille Montegu;733772.660496334;6262733.29805345
12162;200;34200;PEZENES-LES-MINES;Commune simple;0.2;2696;6740;18434;6734;18445;355;03;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11832;26401.5971675515;27655299.4373057;Camille Fraissard;719802.911262841;6277789.28779704
12163;201;34201;PIERRERUE;Commune simple;0.3;1169;6519;18252;6508;18266;218;30;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11833;19313.9854061409;11675472.2974741;Rodolphe Majurel;697117.683413526;6260158.24618826
12164;203;34203;PINET;Commune simple;1;901;6951;18232;6953;18236;33;11;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11834;11732.7285921234;8630320.5055435;Charlotte Roemer;741578.340954296;6256797.7060368
12165;204;34204;PLAISSAN;Commune simple;0.6;601;6962;18403;6965;18403;84;14;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11835;9971.07259498492;5782735.43839177;Jason Crebassa & Justine Bertrand;742868.539758596;6273431.75492448
12166;205;34205;LES PLANS;Commune simple;0.3;1804;6757;18617;6749;18620;526;15;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11836;18628.2290167766;18089224.0670261;Julien Penvern;721503.040113567;6295235.93486786
12167;206;34206;POILHES;Commune simple;0.5;598;6601;18119;6611;18116;32;06;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11837;9361.64129270454;5641104.77608599;Camille Montegu;707267.196085597;6245053.07880065
12168;207;34207;POMEROLS;Commune simple;1.7;1094;6943;18216;6950;18214;28;11;1;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11838;22676.4950249093;11020100.8543517;Charlotte Roemer;741769.602699742;6255418.16689805
12169;208;34208;POPIAN;Commune simple;0.2;585;6968;18471;6967;18476;73;14;2;34;HERAULT;91;LANGUEDOC-ROUSSILLON;11839;10149.0863742651;5753755.51710179;Jason Crebassa & Justine Bertrand;743117.910936509;6280726.37636674
