ID_GéoFLA;COMMUNE1;COMMUNE;COMMUNE0;STATUT;POPULATION;SUPERFICIE;CHEF_LIEU;ORDONNée0;CENTROïdE;ORDONNée_;MOYENNE;CANTON;ARRONDISSE;DépARTEME;DépARTEM0;RégION;NOM_RégIO;OBJECT_ID;LENGTH;SHAPE_AREA;Referent;x;y
3128;401;11401;TUCHAN;Chef-lieu de pseudo-canton;0.8;5982;6313;17650;6320;17671;349;31;3;11;AUDE;91;LANGUEDOC-ROUSSILLON;2798;36589.0335287629;59916688.6361952;Etienne Ouvrard & Matthieu Vaslin;677801.085499486;6200815.16402787
3129;402;11402;VALMIGERE;Commune simple;0;603;6032;17754;6039;17756;758;13;2;11;AUDE;91;LANGUEDOC-ROUSSILLON;2799;11188.5968926861;6186947.377747;Karel Crombe;649830.914834076;6209607.74067723
3130;404;11404;VENTENAC-CABARDES;Commune simple;0.8;1085;5957;18071;5955;18081;159;02;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2800;15429.6054173313;10893143.6900207;Jean Muratet;641752.415961786;6242091.09999788
3131;405;11405;VENTENAC-EN-MINERVOIS;Commune simple;0.3;615;6425;18052;6422;18055;48;17;3;11;AUDE;91;LANGUEDOC-ROUSSILLON;2801;11549.3062872554;6483309.029834;Thomas Cuypers;688349.225187753;6239167.8001902
3132;406;11406;VERAZA;Commune simple;0;1515;5975;17758;5976;17766;546;20;2;11;AUDE;91;LANGUEDOC-ROUSSILLON;2802;16235.6946266629;15709651.209668;Karel Crombe;643584.736958282;6210596.06575025
3133;407;11407;VERDUN-EN-LAURAGAIS;Commune simple;0.2;2076;5774;18181;5789;18184;407;09;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2803;19795.0558054185;20655619.3265233;Jean Muratet;625249.393270911;6252512.08109785
3134;408;11408;VERZEILLE;Commune simple;0.4;548;5990;17914;5993;17908;194;27;2;11;AUDE;91;LANGUEDOC-ROUSSILLON;2804;9174.9515797051;5536931.50628302;Karel Crombe;645417.229856359;6224764.08927214
3135;409;11409;VIGNEVIEILLE;Commune simple;0.1;1695;6153;17781;6158;17792;356;23;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2805;17016.1386656181;17282559.67813;Etienne Ouvrard & Matthieu Vaslin;661706.399643115;6213050.86237288
3136;410;11410;VILLALIER;Commune simple;0.9;805;6061;18060;6067;18055;118;12;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2806;11285.9608318046;7782589.15713413;Maria Lanzellotti;652838.505641447;6239414.397357
3137;411;11411;VILLANIERE;Commune simple;0.1;724;6019;18155;6010;18162;406;21;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2807;16494.285180238;7042598.54002183;Thomas Cuypers;647324.219671183;6250199.39589732
3138;412;11412;VILLARDEBELLE;Commune simple;0.1;1348;6046;17797;6056;17788;663;27;2;11;AUDE;91;LANGUEDOC-ROUSSILLON;2808;15285.5727215824;13447180.3321953;Etienne Ouvrard & Matthieu Vaslin;651521.436950436;6212710.36014411
3139;413;11413;VILLARDONNEL;Commune simple;0.4;1720;5979;18148;5981;18146;345;21;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2809;22228.5525756405;17423890.9571205;Thomas Cuypers;644354.145598751;6248607.71963174
3140;414;11414;VILLAR-EN-VAL;Commune simple;0;1190;6099;17867;6088;17865;410;18;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2810;13421.2834442628;12161071.1325587;Maria Lanzellotti;654854.645609929;6220383.89402744
3141;415;11415;VILLAR-SAINT-ANSELME;Commune simple;0.1;609;5968;17834;5969;17838;283;27;2;11;AUDE;91;LANGUEDOC-ROUSSILLON;2811;9925.08061449118;5724696.18838765;Karel Crombe;642902.123435107;6217820.61240148
3142;416;11416;VILLARZEL-CABARDES;Commune simple;0.1;668;6100;18085;6107;18090;185;12;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2812;9764.79915017711;6436622.53457488;Thomas Cuypers;656951.228097069;6242863.34707482
3143;417;11417;VILLARZEL-DU-RAZES;Commune simple;0.1;1304;5894;17929;5891;17933;302;01;2;11;AUDE;91;LANGUEDOC-ROUSSILLON;2813;16587.7293205639;13261899.4468907;Karel Crombe;635208.650324407;6227375.60285687
3144;418;11418;VILLASAVARY;Commune simple;0.9;3430;5757;18021;5752;18033;183;16;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2814;23555.66102519;34530455.2525144;Jean Muratet;621445.699775716;6237444.83480084
3145;419;11419;VILLAUTOU;Commune simple;0.1;612;5588;17953;5593;17955;326;05;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2815;11236.5600140397;5928882.85613305;Jean Muratet;605426.497194732;6229872.06405284
3146;420;11420;VILLEBAZY;Commune simple;0.1;1264;5989;17846;6002;17836;375;27;2;11;AUDE;91;LANGUEDOC-ROUSSILLON;2816;14908.097131067;12208859.5194278;Karel Crombe;646165.800623735;6217631.39639037
3147;421;11421;VILLEDAIGNE;Commune simple;0.5;249;6426;18015;6422;18010;28;33;3;11;AUDE;91;LANGUEDOC-ROUSSILLON;2817;6971.33994731533;2655537.53936733;Maria Lanzellotti;688310.292638515;6234651.92175685
3148;422;11422;VILLEDUBERT;Commune simple;0.3;324;6069;18031;6065;18032;102;06;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2818;8007.66360094637;3482964.44921546;Maria Lanzellotti;652627.329523742;6237106.77957324
3149;423;11423;VILLEFLOURE;Commune simple;0.1;1743;6036;17912;6042;17918;312;27;2;11;AUDE;91;LANGUEDOC-ROUSSILLON;2819;17708.4499047953;16910844.2804486;Maria Lanzellotti;650295.015740075;6225792.41842575
3150;424;11424;VILLEFORT;Commune simple;0.1;1277;5751;17723;5764;17721;541;11;2;11;AUDE;91;LANGUEDOC-ROUSSILLON;2820;15316.0522597587;12723162.2494564;Karel Crombe;622357.099314811;6206260.12034153
3151;425;11425;VILLEGAILHENC;Commune simple;1.3;505;6014;18073;6008;18077;146;12;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2821;9010.26261855414;5148301.97771519;Thomas Cuypers;647011.841272877;6241635.86998964
3152;426;11426;VILLEGLY;Commune simple;0.7;1031;6084;18093;6081;18100;182;12;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2822;14372.6284840467;10562865.8455336;Thomas Cuypers;654356.270118176;6243940.06048201
3153;427;11427;VILLELONGUE-D'AUDE;Commune simple;0.3;1359;5802;17835;5800;17836;346;20;2;11;AUDE;91;LANGUEDOC-ROUSSILLON;2823;16842.6340259131;13970840.7482148;Karel Crombe;626025.704694959;6217809.50107105
3154;428;11428;VILLEMAGNE;Commune simple;0.2;1100;5817;18173;5815;18183;466;09;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2824;17154.0636335841;11221011.9841506;Jean Muratet;627800.344792955;6252428.57015524
3155;429;11429;VILLEMOUSTAUSSOU;Commune simple;2.7;1271;6022;18055;6023;18052;116;12;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2825;17052.2496593117;13074201.5461593;Maria Lanzellotti;648526.264240952;6239142.03792803
3156;430;11430;VILLENEUVE-LA-COMPTAL;Commune simple;1;1565;5662;18094;5661;18092;232;10;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2826;17377.5789897779;15518789.234155;Jean Muratet;612340.064917568;6243494.02004333
3157;431;11431;VILLENEUVE-LES-CORBIERES;Commune simple;0.2;2443;6359;17750;6354;17729;240;15;3;11;AUDE;91;LANGUEDOC-ROUSSILLON;2827;20509.5733148753;24251065.4161986;Emilie Louvet;681264.531466688;6206592.29575475
3158;432;11432;VILLENEUVE-LES-MONTREAL;Commune simple;0.1;215;5816;17975;5818;17973;202;22;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2828;5709.52497726879;2026880.68515372;Jean Muratet;627899.702132188;6231448.19091266
3159;433;11433;VILLENEUVE-MINERVOIS;Commune simple;0.8;2464;6102;18124;6107;18140;337;25;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2829;23885.4294933512;24378465.7488637;Thomas Cuypers;656918.760025119;6247883.99967237
3160;434;11434;VILLEPINTE;Commune simple;1;1548;5796;18088;5803;18087;152;10;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2830;17598.5815385332;15547792.157874;Jean Muratet;626570.188971758;6242825.21215804
3161;435;11435;VILLEROUGE-TERMENES;Commune simple;0.2;2009;6238;17782;6242;17781;409;23;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2831;19168.5307604183;19915157.2361621;Etienne Ouvrard & Matthieu Vaslin;670184.911823028;6211868.58974393
3162;436;11436;VILLESEQUE-DES-CORBIERES;Commune simple;0.3;3210;6420;17792;6425;17796;183;15;3;11;AUDE;91;LANGUEDOC-ROUSSILLON;2832;23832.1230619019;32060643.9214159;Emilie Louvet;688415.27286967;6213262.20464186
3163;437;11437;VILLESEQUELANDE;Commune simple;0.6;540;5914;18038;5914;18033;123;02;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2833;9331.92523883546;4864365.58794923;Jean Muratet;637556.480409118;6237361.76129108
3164;438;11438;VILLESISCLE;Commune simple;0.3;566;5802;18028;5798;18028;157;16;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2834;9220.77093878001;5664725.78758926;Jean Muratet;626009.088061419;6236939.06965586
3165;439;11439;VILLESPY;Commune simple;0.3;665;5806;18130;5806;18133;195;09;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2835;10379.6889582621;6848505.77863654;Jean Muratet;626885.699009497;6247402.36761044
3166;440;11440;VILLETRITOULS;Commune simple;0;483;6125;17864;6124;17859;334;18;1;11;AUDE;91;LANGUEDOC-ROUSSILLON;2836;12350.5525480168;4940267.14053627;Maria Lanzellotti;658442.516520428;6219753.91053554
3167;441;11441;VINASSAN;Commune simple;2;892;6600;18004;6618;18006;53;14;3;11;AUDE;91;LANGUEDOC-ROUSSILLON;2837;14098.9513995252;8782673.51448791;Camille Montegu;707885.085825908;6234064.41667956
10177;124;30124;LE GARN;Commune simple;0.2;1109;7705;19251;7699;19258;313;20;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9847;14784.0966102313;11047101.9275796;Francois Schwaab;816958.326195567;6358206.36975546
10178;125;30125;GARONS;Commune simple;3.7;1250;7686;18651;7694;18655;79;45;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9848;14768.5271349509;12491061.2921271;Madeleine Pons;815886.393584874;6298009.45310237
10179;126;30126;GARRIGUES-SAINTE-EULALIE;Commune simple;0.5;994;7588;18899;7581;18893;107;26;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9849;15775.6137291823;10233557.7795771;Martin  Picart;804794.322343254;6321884.28087729
10180;127;30127;GAUJAC;Commune simple;0.6;1031;7797;19000;7791;18997;161;07;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9850;12330.8769292172;9852306.45538053;Martin  Picart;825932.34312441;6332025.36516605
10181;128;30128;GENERAC;Commune simple;3.2;2443;7623;18605;7631;18601;85;27;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9851;23041.4925703905;23969186.3795488;Madeleine Pons;809563.043334362;6292594.20281147
10182;129;30129;GENERARGUES;Commune simple;0.6;1068;7320;18992;7327;18990;240;05;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9852;13838.5210930792;10891719.822115;Thierry Disca;779503.238902636;6331790.70760028
10183;130;30130;GENOLHAC;Chef-lieu de pseudo-canton;0.8;1730;7286;19289;7289;19283;579;11;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9853;21595.6980722009;16860075.9997953;Anya Cockle;775954.808543897;6361003.5764384
10184;131;30131;GOUDARGUES;Commune simple;0.9;3055;7703;19149;7681;19142;196;20;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9854;22807.00239775;30222439.0989316;Francois Schwaab;815077.010480529;6346624.4456095
10185;132;30132;LA GRAND-COMBE;Chef-lieu de pseudo-canton;5.8;1253;7354;19136;7353;19154;351;12;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9855;15223.159117633;12217784.8274964;Anya Cockle;782312.321923624;6348146.81166224
10186;133;30133;LE GRAU-DU-ROI;Commune simple;5.9;5809;7456;18389;7481;18356;1;01;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9856;38997.3727514628;57442504.7708226;Justine Przybilski;794414.582844746;6268329.92646998
10187;134;30134;ISSIRAC;Commune simple;0.2;2036;7713;19212;7709;19211;260;20;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9857;20404.1465846426;20492253.5194559;Francois Schwaab;817896.03008325;6353510.05301024
10188;135;30135;JONQUIERES-SAINT-VINCENT;Commune simple;2.7;2149;7792;18721;7788;18721;50;09;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9858;18418.4046190315;21622633.4920466;Madeleine Pons;825374.365586529;6304457.06615844
10189;136;30136;JUNAS;Commune simple;0.7;786;7439;18647;7435;18638;53;32;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9859;11859.2504649747;7661929.02080964;Justine Przybilski;790051.446817699;6296477.90284886
10190;137;30137;LAMELOUZE;Commune simple;0.1;880;7301;19116;7300;19120;514;12;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9860;13480.8398734246;9137035.14709037;Valerie-Anne Lafont;776985.793236704;6344712.05666371
10191;138;30138;LANGLADE;Commune simple;1.8;909;7541;18688;7545;18688;94;32;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9861;14088.5674504633;9330065.97228166;Madeleine Pons;801089.968882975;6301416.01925845
10192;139;30139;LANUEJOLS;Commune simple;0.3;6291;6838;19038;6832;19034;923;34;3;30;GARD;91;LANGUEDOC-ROUSSILLON;9862;41216.7916215529;63358939.3788208;Jocelyn Fonderflick;730145.094136626;6336566.86816949
10193;140;30140;LASALLE;Chef-lieu de pseudo-canton;1;1015;7215;18950;7215;18947;368;13;3;30;GARD;91;LANGUEDOC-ROUSSILLON;9863;19298.6237055411;9857863.87013737;Thierry Disca;768317.607279;6327509.85097618
10194;142;30142;LAVAL-PRADEL;Commune simple;1;1766;7382;19133;7382;19142;353;12;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9864;20670.1392584275;17501105.4766022;Anya Cockle;785111.394525127;6346855.5623639
10195;143;30143;LAVAL-SAINT-ROMAN;Commune simple;0.2;1046;7731;19243;7731;19245;217;20;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9865;13717.403748755;10341276.7943413;Francois Schwaab;820098.802161115;6356855.1737338
10196;144;30144;LECQUES;Commune simple;0.2;516;7390;18721;7384;18727;58;32;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9866;10315.1943863388;5238556.33999571;Clement Lemarchand;785021.136538989;6305456.5492542
10197;145;30145;LEDENON;Commune simple;1.1;1942;7746;18817;7751;18810;122;16;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9867;20499.0862782439;19343359.4357773;Madeleine Pons;821769.070789415;6313390.67621699
10198;146;30146;LEDIGNAN;Chef-lieu de pseudo-canton;1;695;7421;18890;7422;18887;132;14;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9868;11439.7496493032;7016434.77777889;Martin  Picart;788976.39708169;6321357.95697893
10199;147;30147;LEZAN;Commune simple;1;940;7375;18916;7376;18916;130;14;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9869;12043.281466368;9297720.41329191;Thierry Disca;784326.785748012;6324292.36073923
10200;148;30148;LIOUC;Commune simple;0.1;955;7337;18783;7324;18778;165;21;3;30;GARD;91;LANGUEDOC-ROUSSILLON;9870;13565.4120429567;9250304.14323618;Clement Lemarchand;779070.373032523;6310598.45108234
10201;149;30149;LIRAC;Commune simple;0.7;983;7888;18955;7882;18949;164;23;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9871;16361.405281934;9971038.76490862;Martin  Picart;834908.51959893;6327142.7705576
10202;150;30150;LOGRIAN-FLORIAN;Commune simple;0.2;873;7359;18852;7356;18842;102;31;3;30;GARD;91;LANGUEDOC-ROUSSILLON;9872;12223.3980257159;8530633.11451496;Thierry Disca;782312.178463574;6316948.59665849
10203;151;30151;LUSSAN;Chef-lieu de pseudo-canton;0.4;4685;7625;19078;7632;19093;275;15;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9873;31203.1031068268;47137848.9398225;Francois Schwaab;810069.702918574;6341815.7526346
10204;152;30152;LES MAGES;Commune simple;1.5;1271;7462;19157;7469;19157;222;24;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9874;14664.4677397264;12754686.2551668;Francois Schwaab;793873.055376415;6348357.29355933
10205;153;30153;MALONS-ET-ELZE;Commune simple;0.1;3129;7343;19366;7340;19371;684;11;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9875;26377.8951816163;31832234.1868798;Anya Cockle;781140.642991832;6369825.34676709
10206;154;30154;MANDAGOUT;Commune simple;0.3;1515;7034;18918;7036;18923;593;39;3;30;GARD;91;LANGUEDOC-ROUSSILLON;9876;15979.003058689;14669439.6505714;Antonin Wilmart;750379.204466461;6325342.80140211
10207;155;30155;MANDUEL;Commune simple;5.7;2651;7720;18708;7733;18694;62;16;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9877;21926.3024109655;26479625.2105758;Madeleine Pons;819833.964650546;6301832.87815892
10208;156;30156;MARGUERITTES;Chef-lieu de pseudo-canton;8.2;2545;7696;18754;7700;18756;74;16;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9878;23950.4933899167;25309541.5352307;Madeleine Pons;816601.948705403;6308010.02383655
10209;157;30157;MARS;Commune simple;0.2;380;6979;18894;6972;18896;696;39;3;30;GARD;91;LANGUEDOC-ROUSSILLON;9879;7292.78203026023;3704138.11919557;Antonin Wilmart;744018.594869002;6322701.54872433
10210;158;30158;MARTIGNARGUES;Commune simple;0.2;494;7477;18954;7477;18950;130;38;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9880;10230.8976871038;5046843.53927959;Martin  Picart;794469.707892702;6327598.57143036
10211;159;30159;LE MARTINET;Commune simple;0.8;1040;7397;19184;7394;19186;395;24;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9881;15476.372569002;10559593.4735864;Anya Cockle;786385.523711777;6351267.31650699
10212;160;30160;MARUEJOLS-LES-GARDON;Commune simple;0.1;378;7440;18909;7444;18910;122;14;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9882;8752.73920397177;3629184.19135717;Martin  Picart;791148.720247138;6323626.503372
10213;161;30161;MASSANES;Commune simple;0.1;168;7425;18927;7423;18928;110;14;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9883;4605.38089913424;1419111.22046887;Martin  Picart;789122.403593323;6325514.5658441
10214;162;30162;MASSILLARGUES-ATTUECH;Commune simple;0.5;628;7354;18918;7352;18919;138;05;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9884;10279.8465480844;6001889.62668166;Thierry Disca;781991.561326464;6324632.3951277
10215;163;30163;MAURESSARGUES;Commune simple;0.1;569;7464;18859;7466;18854;142;14;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9885;9952.44867415999;5902387.83397763;Martin  Picart;793349.494790806;6318035.87524954
10216;164;30164;MEJANNES-LE-CLAP;Commune simple;0.3;3845;7607;19158;7621;19164;285;08;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9886;26791.4371287962;38855895.8329747;Francois Schwaab;809019.618805586;6348905.26914149
10217;165;30165;MEJANNES-LES-ALES;Commune simple;0.9;661;7457;19016;7454;19017;150;41;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9887;11423.6356014333;6471942.04212763;Francois Schwaab;792211.241093977;6334294.182214
10218;166;30166;MEYNES;Commune simple;2.1;1666;7789;18781;7784;18775;55;06;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9888;17746.6087216371;16947410.857105;Madeleine Pons;824985.460575094;6309932.53722828
10219;167;30167;MEYRANNES;Commune simple;0.8;667;7463;19205;7456;19212;237;24;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9889;12007.9358626517;6530601.78991184;Francois Schwaab;792598.822831171;6353831.6581538
10220;168;30168;MIALET;Commune simple;0.5;3095;7287;19023;7282;19039;359;29;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9890;27393.0044285381;31610327.3428625;Thierry Disca;775131.166839323;6336708.04348627
10221;169;30169;MILHAUD;Commune simple;4.9;1852;7588;18673;7589;18672;48;45;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9891;21129.7354169079;18903822.0448169;Madeleine Pons;805432.141378111;6299760.25318417
10222;170;30170;MOLIERES-CAVAILLAC;Commune simple;0.8;771;6995;18867;6992;18862;389;39;3;30;GARD;91;LANGUEDOC-ROUSSILLON;9892;12171.1753126659;7324243.72052746;Antonin Wilmart;745946.906852709;6319226.26172513
10223;171;30171;MOLIERES-SUR-CEZE;Commune simple;1.4;863;7457;19193;7447;19194;240;24;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9893;13700.9904346139;8216287.2237306;Francois Schwaab;791701.201352244;6352026.23509406
10224;172;30172;MONOBLET;Commune simple;0.5;2148;7244;18900;7238;18895;335;13;3;30;GARD;91;LANGUEDOC-ROUSSILLON;9894;22551.012558866;21492434.8364806;Thierry Disca;770548.730935865;6322350.68048877
10225;173;30173;MONS;Commune simple;1.3;1600;7472;19031;7475;19039;182;41;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9895;15975.8346400412;16261554.3789306;Francois Schwaab;794323.5409701;6336477.96761767
10226;174;30174;MONTAREN-ET-SAINT-MEDIERS;Commune simple;1.2;1938;7639;18941;7641;18958;158;35;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9896;20718.3896164524;19822562.7179291;Martin  Picart;810904.618796828;6328266.41726332
10227;175;30175;MONTCLUS;Commune simple;0.1;2202;7664;19199;7663;19208;178;20;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9897;20918.6446013308;22318135.1392888;Francois Schwaab;813274.115604135;6353286.17374113
10062;001;30001;AIGALIERS;Commune simple;0.4;2796;7591;18973;7582;18984;224;35;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9732;22255.8614946893;27827186.4137079;Martin  Picart;805047.049793972;6330959.54364522
10063;002;30002;AIGREMONT;Commune simple;0.4;1259;7434;18865;7431;18860;115;14;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9733;15128.8000242553;12588001.2109171;Martin  Picart;789769.549214216;6318686.16396069
10064;003;30003;AIGUES-MORTES;Chef-lieu de pseudo-canton;6;5789;7501;18423;7494;18404;1;01;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9734;40287.4851283246;58635436.1846627;Justine Przybilski;795741.23340964;6273119.13644605
10065;004;30004;AIGUES-VIVES;Commune simple;2.3;1206;7487;18615;7495;18609;36;32;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9735;18658.7965599764;12203318.6799576;Justine Przybilski;796017.555546373;6293547.40504956
10066;005;30005;AIGUEZE;Commune simple;0.2;2008;7772;19249;7741;19262;220;20;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9736;26298.0279475121;20170707.1363893;Francois Schwaab;821102.756964414;6358617.82954193
10067;007;30007;ALES;Sous-préfecture;39.3;2332;7397;19044;7403;19041;154;98;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9737;20139.1914434465;23819716.5768903;Francois Schwaab;787170.67074352;6336826.50796169
10068;009;30009;ALZON;Chef-lieu de pseudo-canton;0.2;2794;6886;18856;6892;18865;771;04;3;30;GARD;91;LANGUEDOC-ROUSSILLON;9738;29182.7526072172;28425721.7845722;Antonin Wilmart;735938.363637391;6319607.08881793
10069;010;30010;ANDUZE;Chef-lieu de pseudo-canton;3;1465;7322;18961;7314;18957;226;05;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9739;17412.4035791468;14858792.3121453;Thierry Disca;778186.104940799;6328469.49301133
10070;011;30011;LES ANGLES;Commune simple;7.6;1705;7952;18866;7941;18857;68;40;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9740;18657.4202350923;16609997.6344035;Martin  Picart;840723.880325339;6317956.14037865
10071;012;30012;ARAMON;Chef-lieu de pseudo-canton;3.8;3142;7885;18794;7886;18808;41;06;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9741;25958.7801765347;31245510.0531725;Madeleine Pons;835257.647077256;6313113.37512225
10072;013;30013;ARGILLIERS;Commune simple;0.2;674;7733;18888;7730;18890;101;22;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9742;10361.0542547447;6948283.16331935;Martin  Picart;819669.457762088;6321423.61716615
10073;014;30014;ARPAILLARGUES-ET-AUREILLAC;Commune simple;0.8;1383;7634;18908;7627;18907;123;35;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9743;15113.155680051;13919396.3526885;Martin  Picart;809435.716861977;6323238.16242838
10074;015;30015;ARPHY;Commune simple;0.2;2106;7011;18916;7003;18942;957;39;3;30;GARD;91;LANGUEDOC-ROUSSILLON;9744;21103.2002827627;21127995.3960934;Antonin Wilmart;747116.547522483;6327180.46413329
10075;016;30016;ARRE;Commune simple;0.3;719;6949;18856;6950;18847;630;39;3;30;GARD;91;LANGUEDOC-ROUSSILLON;9745;16502.7467285567;7436556.93846083;Antonin Wilmart;741728.262010712;6317821.95215223
10076;017;30017;ARRIGAS;Commune simple;0.2;2013;6918;18881;6918;18882;788;04;3;30;GARD;91;LANGUEDOC-ROUSSILLON;9746;21161.0765963938;19910571.6599544;Antonin Wilmart;738637.343430291;6321355.88228197
10077;018;30018;ASPERES;Commune simple;0.3;1007;7371;18688;7371;18687;79;32;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9747;15381.1197442873;10357117.9372693;Clement Lemarchand;783704.137834557;6301429.87243674
10078;019;30019;AUBAIS;Commune simple;2;1192;7460;18631;7458;18624;51;32;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9748;14578.800235109;11997448.8369402;Justine Przybilski;792327.981228626;6295122.40365456
10079;020;30020;AUBORD;Commune simple;1.9;946;7592;18636;7597;18630;32;37;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9749;12337.7023084229;9414162.18264045;Madeleine Pons;806182.282201324;6295567.78916989
10080;021;30021;AUBUSSARGUES;Commune simple;0.2;820;7596;18915;7596;18918;128;26;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9750;11133.6113219161;7508691.85267593;Martin  Picart;806389.686701538;6324348.07851736
10081;022;30022;AUJAC;Commune simple;0.2;1628;7338;19290;7342;19296;514;11;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9751;20591.9813453972;16054574.469567;Anya Cockle;781310.452600642;6362293.44433644
10082;023;30023;AUJARGUES;Commune simple;0.7;694;7439;18669;7443;18671;91;32;2;30;GARD;91;LANGUEDOC-ROUSSILLON;9752;10386.2007555867;6784262.62033814;Justine Przybilski;790869.808034776;6299818.52053982
10083;024;30024;AULAS;Commune simple;0.4;295;7003;18895;7004;18894;404;39;3;30;GARD;91;LANGUEDOC-ROUSSILLON;9753;8810.91848003054;3145315.15234319;Antonin Wilmart;747147.870545119;6322407.10821188
10084;025;30025;AUMESSAS;Commune simple;0.2;2142;6937;18884;6944;18907;962;04;3;30;GARD;91;LANGUEDOC-ROUSSILLON;9754;20292.4923439911;21340704.272397;Antonin Wilmart;741239.461908516;6323737.80205721
10085;026;30026;AVEZE;Commune simple;1;412;7015;18863;7013;18867;296;39;3;30;GARD;91;LANGUEDOC-ROUSSILLON;9755;8735.14594336865;3966187.30905982;Antonin Wilmart;748113.912234053;6319737.49732552
10086;027;30027;BAGARD;Commune simple;2;1454;7374;18983;7369;18980;200;05;1;30;GARD;91;LANGUEDOC-ROUSSILLON;9756;15105.4556548418;14364013.9490138;Thierry Disca;783691.520404475;6330719.95585475
