Acacia.longifolia;Aix.sponsa;Amazona.aestiva;Arocatus.longiceps;Arundo.donaciformis;Asparagus.asparagoides;Attalus.maculicollis;Bartheletia.paradoxa;Belgrandiella.saxatilis;Bofilliella.subarcuata;Bruchus.lentis;Brunfelsia.australis;Charonia.tritonis;Clavaria.aurantia;Conistra.rubiginosa;Cryptolaemus.montrouzieri;Delairea.odorata;Ectoedemia.algeriensis;Epitonium.clathrus;Eranthis.hyemalis;Euparthenia.bulinea;Flammulina.velutipes;Haminoea.exigua;Hedera.algeriensis;Jasminum.nudiflorum;Kaloplocamus.ramosus;Marcetia.mucugensis;Melinopterus.consputus;Microxeromagna.lowei;Moitessieria.collellensis;Oeosporangium.tinaei;Oinophila.v.flava;Paladilhia.vernierensis;Parafomoria.pseudocistivora;Petaloptila.aliena;Phigalia.pilosaria;Platygloea.miedzyrzecensis;Polypodium.shivasiae;Raja.undulata;Retinella.olivetorum;Romulea.bocchierii;Solemya.togata;Tethys.fimbria;Theria.primaria;Tremella.mesenterica;Trifurcula.calycotomella;Trifurcula.josefklimeschi;Truncatella.subcylindrica;Unio.mancus;Uromyces.erythronii;Vandenboschia.speciosa;x;y
0;0.01;0.13;0.14;0.01;0.01;0;0.02;0.3;0.16;0.07;0.16;0.02;0.1;0.15;0.02;0.14;0.05;0.02;0.18;0.01;0.15;0;0;0.16;0.06;0.12;0.16;0.05;0.13;0.26;0.02;0.35;0.08;0.1;0.48;0.05;0.15;0.16;0.06;0.04;0.09;0.04;0.1;0.57;0.03;0.17;0.03;0.05;0;0.21;3.36060988467535;44.0401651131493
0;0.02;0.13;0.14;0.01;0.01;0;0.02;0.32;0.04;0.07;0.16;0.02;0.1;0.21;0.02;0.16;0.06;0.02;0.17;0.02;0.15;0;0;0.17;0.06;0.12;0.17;0.04;0.13;0.15;0.02;0.37;0.06;0.09;0.48;0.09;0.05;0.15;0.03;0.06;0.08;0.03;0.09;0.57;0.03;0.11;0.03;0.06;0;0.11;3.360648569824;44.0462749305752
0;0.05;0.15;0.14;0.02;0;0.03;0.03;0.3;0.09;0.11;0.18;0.04;0.09;0.22;0.03;0.15;0.15;0.02;0.16;0.07;0.17;0.01;0;0.16;0.07;0.12;0.18;0.13;0.16;0.14;0.03;0.42;0.09;0.09;0.54;0.08;0.06;0.12;0.01;0.13;0.08;0.03;0.12;0.57;0.06;0.11;0.03;0.22;0.02;0.11;3.36068726327354;44.0523847688593
0;0.04;0.15;0.15;0.07;0.01;0.06;0.03;0.28;0.09;0.11;0.18;0.05;0.09;0.24;0.03;0.14;0.11;0.02;0.18;0.01;0.15;0;0;0.19;0.06;0.12;0.15;0.09;0.12;0.1;0.03;0.39;0.07;0.09;0.57;0.15;0.05;0.12;0.01;0.08;0.08;0.03;0.11;0.49;0.04;0.1;0.03;0.28;0.07;0.1;3.36072596502663;44.0584946279354
0;0.04;0.15;0.14;0.01;0.01;0.04;0.03;0.28;0.08;0.11;0.18;0.04;0.09;0.24;0.03;0.15;0.11;0.03;0.17;0.01;0.16;0.01;0;0.18;0.06;0.12;0.19;0.09;0.12;0.12;0.03;0.39;0.07;0.09;0.55;0.09;0.07;0.11;0.01;0.1;0.08;0.03;0.13;0.52;0.06;0.11;0.03;0.24;0.05;0.1;3.36076467508596;44.064604507737
0;0.02;0.15;0.14;0.01;0.01;0;0.03;0.3;0.03;0.09;0.17;0.01;0.11;0.2;0.02;0.12;0.06;0.02;0.2;0.02;0.15;0;0;0.18;0.04;0.12;0.16;0.04;0.15;0.14;0.02;0.34;0.07;0.09;0.46;0.1;0.05;0.13;0.02;0.06;0.08;0.05;0.09;0.59;0.04;0.1;0.03;0.12;0;0.13;3.3608033934542;44.070714408198
0;0.02;0.16;0.14;0.01;0;0;0.04;0.29;0.05;0.08;0.16;0.02;0.11;0.16;0.03;0.15;0.04;0.02;0.18;0.02;0.16;0;0;0.3;0.04;0.12;0.14;0.06;0.11;0.13;0.04;0.28;0.07;0.08;0.62;0.12;0.07;0.12;0.01;0.08;0.09;0.02;0.1;0.45;0.03;0.12;0.03;0.11;0;0.11;3.36084212013401;44.076824329252
0;0.04;0.16;0.14;0.02;0;0;0.03;0.29;0.08;0.09;0.16;0.01;0.11;0.16;0.03;0.15;0.08;0.03;0.19;0.01;0.15;0;0;0.2;0.04;0.12;0.14;0.17;0.16;0.12;0.04;0.28;0.06;0.09;0.56;0.12;0.1;0.12;0.01;0.08;0.09;0.03;0.13;0.52;0.03;0.12;0.03;0.12;0;0.13;3.36088085512808;44.0829342708326
0;0.04;0.15;0.14;0.02;0;0.03;0.03;0.28;0.08;0.11;0.18;0.04;0.1;0.21;0.03;0.15;0.19;0.03;0.21;0.03;0.15;0;0;0.25;0.05;0.12;0.15;0.15;0.15;0.15;0.05;0.35;0.08;0.09;0.5;0.07;0.07;0.12;0.01;0.09;0.08;0.03;0.12;0.53;0.04;0.11;0.03;0.23;0.1;0.12;3.36091959843909;44.0890442328735
0;0.04;0.18;0.14;0.03;0.03;0.05;0.03;0.31;0.04;0.11;0.17;0.03;0.1;0.21;0.03;0.17;0.14;0.02;0.22;0.01;0.17;0.01;0;0.21;0.06;0.12;0.18;0.18;0.16;0.18;0.05;0.38;0.13;0.09;0.46;0.07;0.04;0.13;0.01;0.08;0.09;0.03;0.15;0.54;0.07;0.12;0.03;0.19;0.1;0.14;3.36095835006972;44.0951542153084
0;0.01;0.12;0.14;0.01;0.02;0.01;0.03;0.32;0.04;0.07;0.16;0.02;0.1;0.2;0.02;0.14;0.05;0.02;0.14;0.02;0.15;0;0;0.16;0.06;0.12;0.13;0.05;0.13;0.14;0.03;0.44;0.1;0.09;0.48;0.07;0.05;0.16;0.04;0.06;0.08;0.04;0.09;0.43;0.03;0.11;0.03;0.11;0;0.08;3.36872380819785;43.9851495035229
0;0.01;0.12;0.16;0.01;0.01;0.01;0.02;0.31;0.05;0.07;0.16;0.02;0.1;0.22;0.03;0.13;0.05;0.02;0.18;0.01;0.15;0;0;0.16;0.07;0.12;0.17;0.05;0.13;0.18;0.04;0.45;0.07;0.1;0.48;0.07;0.03;0.16;0.05;0.06;0.08;0.07;0.11;0.49;0.03;0.13;0.03;0.11;0;0.1;3.36876332560458;43.9912591271204
0;0.03;0.11;0.17;0.01;0.01;0.02;0.02;0.31;0.22;0.07;0.16;0.02;0.1;0.22;0.03;0.11;0.04;0.02;0.19;0.01;0.15;0;0;0.15;0.07;0.12;0.21;0.05;0.12;0.27;0.03;0.45;0.08;0.1;0.5;0.07;0.12;0.16;0.06;0.06;0.08;0.12;0.14;0.48;0.05;0.19;0.03;0.09;0;0.21;3.36880285148259;43.9973687721722
0;0.01;0.12;0.15;0.01;0.02;0;0.03;0.32;0.08;0.07;0.16;0.02;0.1;0.2;0.03;0.15;0.05;0.02;0.16;0.01;0.15;0;0;0.14;0.06;0.12;0.17;0.05;0.12;0.26;0.04;0.37;0.07;0.1;0.51;0.05;0.03;0.15;0.04;0.04;0.1;0.07;0.1;0.44;0.03;0.22;0.03;0.06;0;0.1;3.3688423858346;44.003478438612
0;0;0.12;0.15;0.01;0.02;0;0.03;0.31;0.03;0.07;0.14;0.02;0.1;0.14;0.03;0.17;0.05;0.02;0.15;0.01;0.14;0;0;0.15;0.05;0.08;0.14;0.04;0.13;0.21;0.03;0.32;0.08;0.1;0.48;0.04;0.05;0.13;0.03;0.07;0.09;0.04;0.1;0.47;0.03;0.16;0.03;0.06;0;0.1;3.36888192866334;44.0095881263736
0;0;0.12;0.14;0.01;0.02;0;0.03;0.32;0.03;0.07;0.14;0.02;0.1;0.14;0.03;0.16;0.04;0.02;0.16;0.01;0.14;0;0;0.16;0.05;0.08;0.13;0.04;0.12;0.18;0.03;0.31;0.08;0.09;0.49;0.04;0.05;0.13;0.04;0.07;0.09;0.04;0.1;0.47;0.03;0.13;0.03;0.05;0;0.1;3.36892147997154;44.0156978353907
0;0;0.11;0.14;0.01;0;0;0.01;0.3;0.05;0.06;0.1;0;0.1;0.13;0.02;0.14;0.04;0.02;0.24;0.02;0.14;0;0.01;0.4;0.02;0.06;0.09;0.02;0.11;0.07;0.02;0.25;0.09;0.08;0.56;0.03;0.05;0.13;0.01;0.05;0.09;0.01;0.09;0.49;0.03;0.11;0.03;0.06;0;0.1;3.36896103976193;44.0218075655972
0;0;0.1;0.14;0.01;0.01;0;0.01;0.29;0.05;0.04;0.1;0.01;0.1;0.12;0.03;0.15;0.04;0.02;0.18;0.02;0.14;0;0;0.13;0.02;0.04;0.1;0.05;0.11;0.11;0.02;0.26;0.07;0.08;0.52;0.04;0.05;0.13;0.01;0.06;0.09;0;0.08;0.46;0.03;0.12;0.03;0.09;0;0.1;3.36900060803722;44.0279173169266
0.01;0.01;0.13;0.14;0.01;0.02;0.01;0.03;0.33;0.05;0.07;0.16;0.02;0.1;0.16;0.02;0.18;0.04;0.02;0.14;0.01;0.15;0;0;0.14;0.06;0.12;0.13;0.05;0.13;0.13;0.02;0.36;0.08;0.08;0.48;0.05;0.04;0.15;0.03;0.04;0.09;0.03;0.1;0.42;0.03;0.12;0.03;0.08;0;0.1;3.36904018480017;44.0340270893128
0;0.01;0.13;0.14;0.01;0.01;0.01;0.02;0.31;0.11;0.07;0.16;0.02;0.1;0.23;0.03;0.13;0.04;0.02;0.24;0.01;0.15;0;0;0.27;0.06;0.12;0.15;0.05;0.14;0.23;0.02;0.36;0.08;0.11;0.57;0.05;0.04;0.15;0.05;0.04;0.1;0.11;0.12;0.53;0.05;0.28;0.03;0.05;0;0.12;3.36907977005348;44.0401368826894
0;0.02;0.15;0.14;0.01;0.02;0.02;0.04;0.3;0.06;0.09;0.16;0.02;0.1;0.21;0.02;0.18;0.06;0.02;0.15;0.01;0.15;0;0;0.17;0.06;0.12;0.16;0.05;0.18;0.15;0.03;0.49;0.06;0.09;0.51;0.08;0.05;0.15;0.03;0.04;0.08;0.04;0.1;0.49;0.03;0.1;0.03;0.16;0;0.12;3.36911936379991;44.0462466969902
0;0.02;0.15;0.14;0.01;0.01;0.01;0.03;0.31;0.05;0.07;0.18;0.02;0.09;0.19;0.03;0.16;0.1;0.02;0.14;0.02;0.16;0;0;0.16;0.07;0.12;0.16;0.05;0.12;0.12;0.03;0.44;0.06;0.09;0.48;0.08;0.03;0.15;0.02;0.07;0.08;0.03;0.08;0.56;0.04;0.12;0.03;0.19;0.01;0.11;3.36915896604217;44.0523565321489
0;0.02;0.15;0.14;0.05;0.02;0.03;0.03;0.3;0.08;0.1;0.18;0.05;0.09;0.23;0.03;0.14;0.11;0.02;0.19;0.02;0.16;0.01;0;0.19;0.06;0.12;0.18;0.12;0.12;0.11;0.03;0.41;0.1;0.09;0.57;0.13;0.05;0.12;0.01;0.1;0.08;0.03;0.13;0.49;0.04;0.11;0.03;0.25;0.05;0.11;3.36919857678301;44.0584663880992
0;0.02;0.15;0.15;0.04;0;0.02;0.03;0.28;0.04;0.08;0.18;0.03;0.09;0.26;0.03;0.15;0.11;0.02;0.16;0.01;0.15;0.01;0;0.17;0.06;0.12;0.17;0.04;0.09;0.1;0.03;0.39;0.06;0.08;0.56;0.15;0.04;0.12;0.01;0.08;0.08;0.03;0.1;0.48;0.04;0.1;0.03;0.26;0.11;0.11;3.36923819602516;44.0645762647747
0;0.02;0.15;0.14;0.01;0.01;0;0.02;0.31;0.1;0.07;0.17;0.02;0.11;0.21;0.02;0.14;0.06;0.02;0.2;0.02;0.16;0;0;0.18;0.06;0.12;0.18;0.05;0.12;0.15;0.03;0.38;0.07;0.09;0.5;0.09;0.06;0.12;0.02;0.06;0.08;0.06;0.09;0.59;0.03;0.1;0.03;0.13;0;0.14;3.36927782377137;44.0706861621092
0;0.02;0.16;0.14;0.01;0;0;0.04;0.29;0.04;0.06;0.17;0.02;0.11;0.21;0.03;0.16;0.04;0.02;0.18;0.02;0.16;0;0;0.29;0.04;0.12;0.15;0.05;0.12;0.09;0.02;0.29;0.06;0.09;0.61;0.11;0.06;0.12;0.02;0.07;0.09;0.03;0.1;0.47;0.03;0.12;0.03;0.1;0;0.11;3.36931746002435;44.0767960800363
0.01;0.02;0.16;0.14;0.01;0.01;0;0.04;0.31;0.03;0.08;0.17;0.01;0.11;0.21;0.02;0.17;0.04;0.02;0.18;0.02;0.16;0;0;0.19;0.04;0.12;0.13;0.04;0.11;0.13;0.02;0.3;0.04;0.08;0.5;0.09;0.05;0.12;0.02;0.06;0.09;0.04;0.11;0.5;0.03;0.12;0.03;0.1;0;0.14;3.36935710478687;44.0829060184896
0;0.03;0.16;0.14;0;0.03;0.03;0.03;0.32;0.04;0.07;0.18;0.02;0.1;0.21;0.03;0.16;0.05;0.02;0.23;0.03;0.16;0;0;0.29;0.06;0.12;0.17;0.07;0.12;0.09;0.03;0.39;0.09;0.09;0.54;0.06;0.05;0.12;0.02;0.06;0.09;0.03;0.14;0.51;0.03;0.1;0.03;0.21;0.06;0.13;3.36939675806165;44.089015977403
0;0.04;0.17;0.14;0.02;0.03;0.05;0.03;0.33;0.08;0.11;0.17;0.05;0.1;0.23;0.03;0.15;0.18;0.07;0.28;0.07;0.17;0.01;0;0.19;0.06;0.12;0.18;0.15;0.14;0.15;0.03;0.37;0.15;0.09;0.56;0.11;0.06;0.12;0.01;0.14;0.09;0.03;0.18;0.54;0.1;0.14;0.03;0.21;0.09;0.13;3.36943641985144;44.0951259567098
0;0.04;0.16;0.14;0.01;0.01;0.03;0.03;0.28;0.04;0.1;0.18;0.03;0.1;0.21;0.03;0.16;0.12;0.02;0.22;0.01;0.16;0.01;0;0.22;0.06;0.12;0.15;0.06;0.12;0.12;0.05;0.38;0.07;0.09;0.51;0.08;0.04;0.12;0.01;0.08;0.08;0.03;0.13;0.52;0.04;0.12;0.03;0.26;0.11;0.13;3.36947609015899;44.101235956344
0;0.02;0.14;0.14;0;0.01;0.02;0.02;0.3;0.14;0.09;0.18;0.02;0.09;0.19;0.03;0.13;0.06;0.02;0.14;0.02;0.16;0;0;0.14;0.07;0.12;0.2;0.05;0.11;0.14;0.03;0.51;0.08;0.09;0.47;0.09;0.07;0.16;0.03;0.06;0.08;0.05;0.09;0.54;0.03;0.11;0.03;0.11;0;0.17;3.37718551649008;43.9851206464592
0;0.02;0.14;0.14;0;0.02;0.02;0.03;0.34;0.04;0.09;0.18;0.02;0.09;0.19;0.02;0.16;0.08;0.02;0.11;0.02;0.16;0;0;0.14;0.07;0.12;0.14;0.05;0.13;0.1;0.03;0.43;0.07;0.08;0.46;0.1;0.05;0.16;0.03;0.06;0.08;0.03;0.08;0.52;0.03;0.11;0.03;0.15;0;0.1;3.37722594074008;43.9912302668625
0;0.02;0.16;0.14;0;0.02;0.04;0.03;0.32;0.04;0.09;0.17;0.02;0.1;0.2;0.02;0.15;0.09;0.02;0.11;0.01;0.16;0;0;0.13;0.07;0.12;0.17;0.05;0.13;0.13;0.03;0.5;0.08;0.1;0.46;0.08;0.05;0.16;0.03;0.06;0.08;0.04;0.1;0.54;0.03;0.11;0.03;0.15;0;0.11;3.37726637365576;43.9973399087196
0;0.01;0.11;0.15;0.01;0.02;0.01;0.03;0.33;0.03;0.07;0.16;0.02;0.1;0.21;0.03;0.16;0.05;0.02;0.16;0.01;0.15;0;0;0.13;0.06;0.12;0.18;0.05;0.13;0.17;0.02;0.45;0.09;0.1;0.48;0.07;0.05;0.16;0.03;0.04;0.08;0.05;0.1;0.51;0.03;0.12;0.03;0.07;0;0.11;3.37730681523989;44.0034495719644
0;0;0.12;0.14;0.01;0.01;0;0.03;0.32;0.04;0.07;0.14;0.02;0.1;0.14;0.02;0.13;0.04;0.02;0.17;0.01;0.14;0;0;0.23;0.05;0.08;0.14;0.04;0.12;0.17;0.05;0.34;0.09;0.1;0.53;0.03;0.04;0.16;0.04;0.05;0.09;0.04;0.1;0.5;0.03;0.13;0.03;0.05;0;0.12;3.37734726549527;44.0095592565306
0;0;0.12;0.14;0.01;0.02;0;0.03;0.32;0.03;0.07;0.14;0.02;0.1;0.15;0.02;0.16;0.05;0.02;0.16;0.01;0.14;0;0.01;0.23;0.05;0.08;0.12;0.04;0.13;0.13;0.02;0.35;0.07;0.09;0.5;0.03;0.04;0.16;0.02;0.07;0.09;0.03;0.1;0.47;0.03;0.12;0.03;0.06;0;0.1;3.37738772442469;44.015668962352
0.01;0;0.12;0.14;0.01;0.02;0.02;0.03;0.33;0.08;0.1;0.14;0.02;0.1;0.13;0.02;0.16;0.05;0.02;0.17;0.02;0.13;0;0;0.17;0.05;0.08;0.12;0.1;0.18;0.17;0.03;0.34;0.14;0.09;0.52;0.03;0.07;0.15;0.03;0.07;0.09;0.06;0.12;0.44;0.03;0.13;0.03;0.06;0;0.1;3.37742819203092;44.0217786893623
0;0;0.12;0.14;0.01;0.02;0;0.03;0.31;0.04;0.07;0.14;0.02;0.1;0.15;0.02;0.14;0.04;0.02;0.14;0.01;0.14;0;0;0.17;0.05;0.08;0.14;0.04;0.13;0.13;0.02;0.39;0.07;0.11;0.5;0.04;0.05;0.15;0.02;0.07;0.09;0.03;0.1;0.44;0.03;0.12;0.03;0.07;0;0.12;3.37746866831678;44.0278884374953
0;0;0.12;0.14;0.01;0.01;0;0.01;0.31;0.17;0.07;0.13;0;0.1;0.12;0.02;0.14;0.04;0.02;0.17;0.01;0.14;0;0;0.17;0.01;0.06;0.14;0.02;0.13;0.32;0.02;0.37;0.07;0.1;0.47;0.03;0.13;0.12;0.04;0.03;0.09;0.02;0.1;0.54;0.03;0.18;0.03;0.05;0;0.21;3.37750915328504;44.0339982066846
0.01;0;0.12;0.14;0.01;0.01;0;0.02;0.33;0.03;0.07;0.13;0;0.1;0.12;0.02;0.15;0.06;0.02;0.13;0.01;0.14;0;0;0.16;0.01;0.06;0.1;0.01;0.13;0.2;0.02;0.33;0.06;0.1;0.45;0.03;0.04;0.12;0.02;0.03;0.09;0;0.09;0.56;0.03;0.12;0.03;0.07;0;0.13;3.37754964693851;44.040107996864
0.01;0.01;0.13;0.14;0.01;0.02;0;0.03;0.31;0.05;0.07;0.16;0.02;0.1;0.2;0.02;0.15;0.04;0.02;0.16;0.01;0.15;0;0;0.17;0.06;0.12;0.17;0.05;0.13;0.15;0.02;0.38;0.06;0.1;0.53;0.07;0.05;0.15;0.04;0.04;0.08;0.06;0.11;0.5;0.03;0.12;0.03;0.07;0;0.13;3.37759014927997;44.0462178079672
0;0.02;0.15;0.14;0;0;0.01;0.03;0.29;0.04;0.07;0.18;0.03;0.09;0.19;0.03;0.16;0.07;0.02;0.14;0.02;0.16;0;0;0.14;0.07;0.12;0.16;0.09;0.11;0.11;0.03;0.43;0.06;0.08;0.52;0.08;0.05;0.15;0.02;0.07;0.08;0.03;0.08;0.51;0.03;0.12;0.03;0.2;0.01;0.11;3.37763066031223;44.052327639928
0;0.03;0.15;0.14;0.03;0;0;0.03;0.28;0.05;0.08;0.17;0.03;0.09;0.27;0.03;0.15;0.08;0.02;0.16;0.01;0.15;0.01;0;0.3;0.06;0.12;0.16;0.04;0.09;0.07;0.03;0.35;0.07;0.08;0.57;0.11;0.03;0.12;0.01;0.08;0.08;0.03;0.1;0.47;0.04;0.1;0.03;0.24;0.03;0.1;3.37767118003808;44.0584374926799
0;0.03;0.15;0.14;0.04;0;0.02;0.03;0.28;0.08;0.1;0.17;0.03;0.09;0.23;0.03;0.15;0.1;0.07;0.16;0.01;0.17;0.01;0;0.19;0.06;0.12;0.18;0.09;0.14;0.13;0.03;0.36;0.06;0.09;0.54;0.11;0.04;0.12;0.01;0.1;0.08;0.03;0.12;0.54;0.06;0.11;0.03;0.21;0.02;0.1;3.37771170846032;44.0645473661567
0;0.02;0.16;0.14;0.01;0.01;0;0.03;0.31;0.03;0.07;0.16;0.02;0.11;0.22;0.03;0.13;0.06;0.02;0.17;0.02;0.15;0;0;0.19;0.04;0.12;0.17;0.07;0.14;0.18;0.02;0.31;0.06;0.09;0.51;0.09;0.04;0.13;0.02;0.06;0.09;0.04;0.08;0.57;0.04;0.1;0.03;0.11;0;0.11;3.37775224558175;44.070657260292
0;0.01;0.13;0.14;0.01;0.01;0;0.03;0.3;0.06;0.07;0.15;0.01;0.11;0.13;0.02;0.13;0.04;0.02;0.22;0.02;0.14;0;0;0.19;0.04;0.12;0.14;0.03;0.14;0.14;0.02;0.28;0.06;0.09;0.49;0.09;0.06;0.12;0.02;0.07;0.09;0.04;0.11;0.53;0.03;0.11;0.03;0.06;0;0.12;3.37779279140517;44.0767671750197
0;0.02;0.13;0.14;0.01;0.01;0;0.04;0.29;0.05;0.05;0.15;0.01;0.11;0.16;0.03;0.17;0.04;0.02;0.17;0.02;0.13;0;0;0.18;0.04;0.12;0.13;0.05;0.12;0.12;0.02;0.28;0.04;0.09;0.51;0.07;0.06;0.12;0.01;0.08;0.09;0.02;0.08;0.48;0.03;0.12;0.03;0.1;0;0.13;3.37783334593339;44.0828771102732
0;0.04;0.16;0.14;0;0.02;0.03;0.03;0.29;0.03;0.09;0.18;0.03;0.1;0.22;0.03;0.17;0.1;0.02;0.17;0.02;0.16;0;0;0.19;0.06;0.12;0.17;0.06;0.14;0.12;0.05;0.4;0.06;0.09;0.47;0.07;0.04;0.13;0.02;0.06;0.08;0.03;0.12;0.58;0.03;0.11;0.03;0.2;0.1;0.13;3.3778739091692;44.0889870659863
0;0.04;0.17;0.14;0.02;0.03;0.05;0.03;0.31;0.08;0.11;0.18;0.04;0.1;0.21;0.03;0.16;0.18;0.07;0.21;0.01;0.17;0.01;0;0.18;0.06;0.12;0.18;0.14;0.14;0.15;0.03;0.37;0.12;0.09;0.56;0.09;0.06;0.11;0.01;0.11;0.08;0.03;0.17;0.57;0.08;0.12;0.03;0.21;0.09;0.13;3.37791448111542;44.0950970420926
0;0.04;0.16;0.14;0.01;0.02;0.04;0.03;0.28;0.03;0.09;0.18;0.04;0.1;0.22;0.03;0.16;0.13;0.02;0.2;0.01;0.16;0.01;0;0.21;0.06;0.12;0.19;0.06;0.12;0.1;0.03;0.36;0.1;0.09;0.51;0.1;0.04;0.12;0.01;0.08;0.08;0.03;0.13;0.52;0.04;0.1;0.03;0.25;0.1;0.13;3.37795506177484;44.1012070385257
0;0.04;0.16;0.14;0.07;0.03;0.05;0.03;0.31;0.08;0.11;0.18;0.04;0.1;0.18;0.03;0.15;0.18;0.02;0.24;0.1;0.17;0.01;0;0.21;0.07;0.12;0.18;0.15;0.14;0.13;0.03;0.36;0.12;0.09;0.49;0.1;0.06;0.11;0.01;0.12;0.08;0.03;0.17;0.56;0.04;0.1;0.03;0.21;0.09;0.13;3.37799565115028;44.1073170552194
0;0.04;0.16;0.14;0.03;0.03;0.05;0.03;0.33;0.08;0.12;0.18;0.05;0.1;0.19;0.03;0.16;0.17;0.02;0.26;0.02;0.15;0.01;0;0.18;0.07;0.12;0.17;0.16;0.14;0.15;0.05;0.37;0.15;0.09;0.5;0.11;0.06;0.12;0.01;0.09;0.09;0.03;0.21;0.51;0.05;0.12;0.03;0.21;0.11;0.13;3.37803624924454;44.1134270921072
0;0.02;0.12;0.14;0.04;0.01;0;0.03;0.3;0.04;0.07;0.17;0.03;0.1;0.21;0.03;0.15;0.08;0.02;0.15;0.04;0.17;0.01;0;0.15;0.07;0.12;0.18;0.06;0.11;0.1;0.03;0.37;0.07;0.08;0.57;0.1;0.04;0.15;0.02;0.1;0.08;0.03;0.1;0.5;0.06;0.12;0.03;0.16;0.01;0.09;3.38560589388613;43.9789815390668
0;0.02;0.14;0.14;0;0.02;0.02;0.03;0.33;0.04;0.09;0.18;0.02;0.09;0.19;0.02;0.15;0.08;0.02;0.12;0.02;0.16;0;0;0.13;0.07;0.12;0.17;0.05;0.13;0.13;0.03;0.45;0.09;0.09;0.47;0.09;0.05;0.16;0.03;0.06;0.08;0.04;0.09;0.53;0.03;0.12;0.03;0.15;0;0.11;3.38564721611942;43.9850911346836
0;0.02;0.14;0.14;0;0.01;0.04;0.03;0.32;0.04;0.09;0.18;0.02;0.09;0.19;0.02;0.12;0.09;0.02;0.12;0.02;0.16;0;0;0.12;0.07;0.12;0.14;0.04;0.13;0.16;0.03;0.49;0.07;0.1;0.43;0.09;0.05;0.16;0.04;0.06;0.08;0.03;0.09;0.62;0.03;0.11;0.03;0.13;0;0.11;3.38568854720992;43.9912007518201
0;0.02;0.17;0.14;0;0.03;0.05;0.04;0.33;0.04;0.09;0.22;0.02;0.09;0.19;0.02;0.12;0.09;0.02;0.13;0.02;0.16;0;0;0.11;0.07;0.12;0.14;0.05;0.13;0.17;0.03;0.43;0.11;0.09;0.44;0.07;0.05;0.16;0.03;0.06;0.08;0.04;0.12;0.61;0.03;0.13;0.02;0.12;0.01;0.12;3.38572988716048;43.9973103904102
0;0.03;0.12;0.14;0.02;0.02;0.02;0.03;0.32;0.09;0.09;0.17;0.02;0.1;0.28;0.02;0.14;0.08;0.02;0.16;0.01;0.15;0;0;0.12;0.08;0.12;0.21;0.05;0.13;0.29;0.04;0.48;0.09;0.11;0.48;0.09;0.04;0.16;0.05;0.04;0.08;0.07;0.1;0.58;0.05;0.26;0.03;0.12;0;0.11;3.38577123597395;44.0034200503875
0;0.01;0.12;0.14;0.01;0.02;0.02;0.03;0.31;0.07;0.07;0.16;0.02;0.1;0.22;0.02;0.18;0.06;0.02;0.13;0.01;0.15;0;0.01;0.15;0.06;0.12;0.19;0.05;0.13;0.2;0.04;0.49;0.07;0.09;0.46;0.07;0.05;0.16;0.04;0.05;0.08;0.04;0.1;0.44;0.03;0.19;0.03;0.13;0;0.11;3.38581259365317;44.0095297316858
0;0.01;0.12;0.14;0.01;0.02;0.02;0.03;0.32;0.04;0.07;0.16;0.02;0.1;0.21;0.02;0.15;0.07;0.02;0.13;0.01;0.15;0;0;0.15;0.06;0.12;0.17;0.05;0.14;0.14;0.03;0.5;0.06;0.11;0.49;0.07;0.05;0.15;0.03;0.06;0.08;0.05;0.1;0.49;0.03;0.11;0.03;0.13;0;0.12;3.38585396020101;44.015639434239
0;0;0.12;0.14;0.01;0.02;0;0.03;0.33;0.03;0.07;0.14;0.02;0.1;0.12;0.02;0.15;0.06;0.02;0.14;0.01;0.14;0;0;0.16;0.05;0.08;0.12;0.04;0.13;0.16;0.02;0.31;0.1;0.11;0.49;0.03;0.04;0.15;0.02;0.07;0.09;0.04;0.1;0.51;0.03;0.12;0.03;0.09;0;0.09;3.38589533562031;44.0217491579807
0.01;0.02;0.14;0.14;0.01;0.01;0.01;0.03;0.33;0.04;0.09;0.16;0.02;0.1;0.19;0.02;0.14;0.08;0.02;0.14;0.01;0.15;0;0;0.13;0.09;0.12;0.2;0.05;0.13;0.14;0.03;0.44;0.06;0.1;0.47;0.08;0.04;0.15;0.04;0.04;0.08;0.05;0.1;0.57;0.03;0.11;0.03;0.13;0;0.12;3.38593671991393;44.0278589028446
0;0.01;0.12;0.14;0.01;0.01;0.01;0.02;0.3;0.22;0.07;0.16;0.02;0.1;0.18;0.03;0.13;0.04;0.02;0.27;0.01;0.14;0;0.01;0.16;0.06;0.08;0.27;0.04;0.13;0.28;0.03;0.39;0.07;0.11;0.5;0.05;0.13;0.15;0.05;0.05;0.1;0.09;0.12;0.55;0.04;0.28;0.03;0.05;0;0.21;3.38597811308472;44.0339686687645
0;0.01;0.13;0.14;0.01;0.02;0.01;0.04;0.31;0.03;0.07;0.16;0.02;0.1;0.13;0.02;0.17;0.06;0.02;0.11;0.01;0.14;0;0;0.15;0.06;0.08;0.13;0.04;0.13;0.15;0.02;0.35;0.09;0.1;0.48;0.04;0.05;0.15;0.02;0.07;0.09;0.04;0.1;0.47;0.03;0.12;0.03;0.08;0;0.13;3.38601951513554;44.0400784556742
