Acacia.longifolia;Aix.sponsa;Amazona.aestiva;Arocatus.longiceps;Arundo.donaciformis;Asparagus.asparagoides;Attalus.maculicollis;Bartheletia.paradoxa;Belgrandiella.saxatilis;Bofilliella.subarcuata;Bruchus.lentis;Brunfelsia.australis;Charonia.tritonis;Clavaria.aurantia;Conistra.rubiginosa;Cryptolaemus.montrouzieri;Delairea.odorata;Ectoedemia.algeriensis;Epitonium.clathrus;Eranthis.hyemalis;Euparthenia.bulinea;Flammulina.velutipes;Haminoea.exigua;Hedera.algeriensis;Jasminum.nudiflorum;Kaloplocamus.ramosus;Marcetia.mucugensis;Melinopterus.consputus;Microxeromagna.lowei;Moitessieria.collellensis;Oeosporangium.tinaei;Oinophila.v.flava;Paladilhia.vernierensis;Parafomoria.pseudocistivora;Petaloptila.aliena;Phigalia.pilosaria;Platygloea.miedzyrzecensis;Polypodium.shivasiae;Raja.undulata;Retinella.olivetorum;Romulea.bocchierii;Solemya.togata;Tethys.fimbria;Theria.primaria;Tremella.mesenterica;Trifurcula.calycotomella;Trifurcula.josefklimeschi;Truncatella.subcylindrica;Unio.mancus;Uromyces.erythronii;Vandenboschia.speciosa;x;y
0.08;0.06;0.27;0.15;0;0.04;0.09;0.05;0.28;0.15;0.12;0.26;0.02;0.09;0.3;0.02;0.15;0.04;0.02;0.31;0.04;0.17;0;0;0.15;0.11;0.13;0.39;0.05;0.12;0.26;0.2;0.5;0.28;0.13;0.49;0.07;0.04;0.14;0.09;0.04;0.12;0.1;0.21;0.56;0.11;0.31;0.03;0.16;0.12;0.12;3.43726065504804;44.0948762713373
0;0.02;0.19;0.14;0;0.04;0.08;0.04;0.29;0.24;0.09;0.21;0.02;0.09;0.22;0.02;0.14;0.07;0.02;0.32;0.01;0.16;0;0;0.17;0.09;0.12;0.32;0.05;0.11;0.23;0.05;0.51;0.26;0.1;0.52;0.07;0.13;0.14;0.05;0.04;0.08;0.08;0.18;0.62;0.06;0.22;0.02;0.11;0.06;0.26;3.4373076080885;44.1009862433304
0;0.02;0.19;0.14;0;0.04;0.09;0.05;0.29;0.1;0.09;0.21;0.02;0.09;0.23;0.02;0.13;0.04;0.02;0.24;0.01;0.16;0;0;0.16;0.08;0.12;0.23;0.05;0.12;0.24;0.04;0.5;0.25;0.1;0.53;0.07;0.03;0.14;0.05;0.04;0.08;0.05;0.16;0.59;0.06;0.19;0.02;0.13;0.06;0.15;3.43735457121357;44.107096235581
0;0.02;0.21;0.14;0;0.05;0.09;0.05;0.28;0.05;0.09;0.21;0.02;0.09;0.25;0.02;0.21;0.05;0.02;0.24;0.01;0.17;0;0;0.27;0.08;0.12;0.18;0.05;0.13;0.11;0.04;0.49;0.25;0.09;0.59;0.08;0.04;0.14;0.04;0.04;0.08;0.04;0.18;0.53;0.06;0.12;0.02;0.17;0.06;0.16;3.4374015444265;44.113206248023
0;0.04;0.22;0.15;0;0.04;0.08;0.05;0.28;0.15;0.09;0.26;0.02;0.09;0.25;0.02;0.14;0.04;0.02;0.26;0.01;0.17;0;0;0.15;0.08;0.12;0.21;0.05;0.12;0.15;0.04;0.56;0.26;0.11;0.5;0.07;0.13;0.14;0.06;0.04;0.08;0.1;0.21;0.6;0.07;0.12;0.02;0.12;0.07;0.25;3.43744852773055;44.1193162805898
0.05;0.04;0.27;0.14;0;0.03;0.08;0.06;0.29;0.04;0.12;0.25;0.02;0.09;0.23;0.01;0.16;0.04;0.03;0.22;0.01;0.18;0;0;0.18;0.08;0.12;0.25;0.05;0.12;0.13;0.17;0.5;0.25;0.11;0.47;0.06;0.04;0.14;0.08;0.04;0.1;0.04;0.26;0.58;0.05;0.12;0.03;0.22;0.19;0.14;3.43749552112896;44.1254263332151
0.06;0.04;0.27;0.13;0;0.04;0.09;0.04;0.27;0.23;0.12;0.25;0.02;0.09;0.29;0.01;0.14;0.04;0.03;0.29;0.01;0.16;0;0.01;0.15;0.09;0.12;0.38;0.05;0.12;0.24;0.18;0.53;0.28;0.12;0.45;0.06;0.13;0.14;0.1;0.04;0.1;0.1;0.27;0.6;0.07;0.28;0.03;0.17;0.19;0.21;3.437542524625;44.1315364058325
0.03;0.03;0.22;0.13;0;0.04;0.1;0.04;0.27;0.2;0.1;0.26;0.02;0.09;0.3;0.01;0.15;0.07;0.02;0.31;0.01;0.17;0;0.01;0.15;0.1;0.12;0.29;0.04;0.13;0.26;0.18;0.5;0.26;0.12;0.47;0.06;0.13;0.16;0.09;0.04;0.1;0.09;0.23;0.65;0.07;0.31;0.02;0.12;0.11;0.26;3.4375895382219;44.1376464983756
0.01;0.05;0.23;0.15;0;0.04;0.09;0.02;0.26;0.2;0.09;0.21;0.02;0.09;0.28;0.02;0.13;0.07;0.02;0.29;0.01;0.18;0;0.01;0.17;0.12;0.13;0.3;0.04;0.13;0.29;0.08;0.5;0.25;0.12;0.5;0.06;0.13;0.15;0.06;0.04;0.11;0.11;0.22;0.62;0.07;0.29;0.03;0.11;0.09;0.29;3.43763656192293;44.143756610778
0.01;0.04;0.22;0.13;0;0.05;0.09;0.03;0.26;0.08;0.09;0.21;0.02;0.09;0.25;0.02;0.13;0.07;0.02;0.24;0.01;0.19;0;0;0.17;0.08;0.12;0.29;0.05;0.11;0.28;0.08;0.47;0.25;0.11;0.49;0.06;0.04;0.14;0.05;0.04;0.1;0.06;0.21;0.54;0.06;0.21;0.03;0.12;0.09;0.2;3.43768359573135;44.1498667429733
0;0.02;0.2;0.14;0;0.03;0.06;0.03;0.27;0.08;0.09;0.21;0.02;0.09;0.2;0.03;0.12;0.05;0.02;0.23;0.01;0.17;0;0;0.21;0.08;0.12;0.28;0.05;0.11;0.27;0.05;0.45;0.15;0.1;0.52;0.07;0.03;0.11;0.04;0.04;0.08;0.07;0.18;0.58;0.05;0.21;0.03;0.13;0.06;0.19;3.43773063965042;44.155976894895
0;0.02;0.16;0.13;0.01;0.01;0.01;0.03;0.28;0.09;0.09;0.16;0.02;0.1;0.24;0.02;0.12;0.04;0.02;0.24;0.01;0.15;0;0;0.31;0.06;0.12;0.18;0.04;0.11;0.23;0.04;0.41;0.08;0.1;0.57;0.07;0.03;0.11;0.04;0.04;0.08;0.06;0.12;0.58;0.03;0.2;0.03;0.13;0.03;0.17;3.4377776936834;44.1620870664767
0;0.01;0.16;0.13;0.01;0.01;0;0.03;0.27;0.05;0.09;0.16;0.02;0.1;0.22;0.02;0.15;0.05;0.03;0.15;0.02;0.15;0;0;0.23;0.05;0.12;0.13;0.05;0.12;0.11;0.02;0.36;0.05;0.09;0.53;0.09;0.04;0.11;0.03;0.07;0.09;0.03;0.1;0.54;0.03;0.1;0.03;0.13;0.03;0.14;3.43782475783354;44.168197257652
0;0.01;0.16;0.13;0.01;0.01;0;0.02;0.29;0.11;0.09;0.16;0.02;0.1;0.23;0.02;0.14;0.04;0.03;0.19;0.02;0.15;0;0;0.26;0.06;0.12;0.16;0.04;0.12;0.1;0.02;0.38;0.06;0.08;0.51;0.08;0.05;0.11;0.03;0.06;0.09;0.06;0.11;0.56;0.03;0.1;0.03;0.12;0.03;0.16;3.43787183210411;44.1743074683544
0;0.02;0.17;0.14;0.01;0.01;0;0.03;0.25;0.05;0.08;0.16;0.01;0.11;0.23;0.02;0.14;0.03;0.03;0.32;0.02;0.15;0;0;0.54;0.05;0.12;0.08;0.04;0.11;0.06;0.03;0.26;0.08;0.08;0.63;0.12;0.03;0.11;0.02;0.06;0.1;0.06;0.14;0.49;0.03;0.1;0.03;0.05;0.02;0.14;3.43791891649838;44.1804176985175
0;0.04;0.16;0.13;0.03;0;0.01;0.03;0.27;0.04;0.08;0.16;0.02;0.1;0.24;0.03;0.16;0.04;0.03;0.22;0.02;0.15;0.02;0;0.45;0.05;0.12;0.15;0.03;0.11;0.07;0.02;0.3;0.07;0.09;0.58;0.09;0.03;0.11;0.01;0.08;0.08;0.04;0.1;0.5;0.05;0.1;0.03;0.22;0.04;0.14;3.43796601101962;44.1865279480747
0;0.04;0.19;0.13;0.01;0.03;0.06;0.03;0.26;0.08;0.12;0.17;0.04;0.1;0.2;0.03;0.16;0.15;0.03;0.21;0.01;0.15;0.02;0.01;0.18;0.07;0.12;0.17;0.13;0.15;0.12;0.05;0.36;0.11;0.09;0.49;0.06;0.05;0.11;0.01;0.08;0.09;0.03;0.2;0.53;0.07;0.11;0.03;0.2;0.19;0.15;3.43801311567108;44.1926382169597
0;0.04;0.2;0.13;0.03;0.03;0.05;0.03;0.29;0.04;0.11;0.17;0.03;0.1;0.21;0.03;0.15;0.16;0.08;0.25;0.02;0.16;0.02;0;0.21;0.07;0.12;0.17;0.11;0.14;0.16;0.03;0.36;0.11;0.09;0.46;0.11;0.04;0.11;0.01;0.09;0.09;0.03;0.21;0.55;0.07;0.15;0.03;0.24;0.19;0.16;3.43806023045604;44.1987485051059
0;0.04;0.21;0.14;0.03;0.03;0.08;0.03;0.32;0.08;0.12;0.17;0.05;0.1;0.21;0.02;0.15;0.17;0.03;0.3;0.07;0.17;0.02;0.01;0.2;0.07;0.12;0.16;0.18;0.14;0.12;0.04;0.36;0.17;0.1;0.46;0.11;0.05;0.11;0.01;0.13;0.12;0.03;0.26;0.49;0.07;0.15;0.03;0.23;0.19;0.14;3.43810735537778;44.2048588124469
0.01;0.04;0.21;0.14;0.05;0.04;0.08;0.03;0.3;0.08;0.14;0.17;0.05;0.1;0.21;0.02;0.15;0.14;0.03;0.27;0.03;0.2;0.02;0.01;0.23;0.07;0.12;0.17;0.17;0.16;0.13;0.14;0.36;0.14;0.1;0.43;0.09;0.04;0.12;0.04;0.09;0.12;0.03;0.28;0.53;0.1;0.14;0.03;0.27;0.22;0.13;3.43815449043955;44.2109691389161
0;0.01;0.11;0.14;0.01;0.01;0;0.04;0.33;0.04;0.08;0.16;0.01;0.1;0.23;0.02;0.19;0.07;0.02;0.13;0.03;0.15;0;0.01;0.19;0.05;0.12;0.17;0.07;0.11;0.11;0.05;0.41;0.06;0.08;0.46;0.04;0.05;0.12;0.02;0.06;0.08;0.04;0.09;0.5;0.03;0.12;0.03;0.15;0;0.09;3.44473587926027;43.9665375730564
0;0;0.11;0.14;0.01;0.02;0;0.03;0.35;0.05;0.07;0.14;0.01;0.1;0.17;0.02;0.15;0.05;0.02;0.13;0.02;0.14;0;0;0.14;0.04;0.08;0.14;0.05;0.13;0.17;0.02;0.35;0.07;0.09;0.52;0.04;0.07;0.12;0.03;0.06;0.08;0.06;0.09;0.47;0.03;0.12;0.03;0.1;0;0.12;3.44478352750846;43.9726471005475
0;0;0.1;0.14;0.01;0.01;0;0.02;0.32;0.04;0.07;0.14;0.01;0.1;0.18;0.03;0.17;0.06;0.02;0.11;0.02;0.14;0;0;0.14;0.04;0.07;0.14;0.06;0.13;0.14;0.02;0.39;0.07;0.09;0.6;0.04;0.06;0.12;0.03;0.07;0.08;0.04;0.09;0.45;0.03;0.12;0.03;0.14;0;0.11;3.44483118596755;43.9787566496879
0;0.01;0.11;0.14;0.01;0.02;0.01;0.03;0.35;0.04;0.07;0.16;0.02;0.1;0.18;0.02;0.16;0.09;0.02;0.12;0.01;0.15;0;0;0.13;0.1;0.08;0.18;0.04;0.15;0.12;0.03;0.5;0.07;0.09;0.52;0.05;0.05;0.16;0.03;0.06;0.08;0.04;0.1;0.5;0.03;0.12;0.03;0.14;0;0.11;3.4448788546408;43.9848662204113
0;0.01;0.11;0.14;0.01;0.02;0.02;0.03;0.33;0.04;0.07;0.16;0.02;0.1;0.18;0.02;0.18;0.08;0.02;0.13;0.01;0.15;0;0;0.13;0.1;0.08;0.18;0.04;0.14;0.15;0.02;0.5;0.06;0.1;0.52;0.05;0.06;0.16;0.04;0.04;0.08;0.04;0.1;0.51;0.03;0.13;0.03;0.13;0;0.12;3.44492653353152;43.9909758126516
0;0.01;0.15;0.14;0;0.03;0.06;0.02;0.32;0.16;0.09;0.23;0.02;0.09;0.18;0.01;0.16;0.09;0.02;0.17;0.01;0.16;0;0;0.11;0.08;0.12;0.19;0.04;0.14;0.17;0.03;0.55;0.1;0.1;0.48;0.06;0.16;0.15;0.05;0.06;0.08;0.07;0.13;0.59;0.04;0.14;0.02;0.1;0;0.24;3.44497422264298;43.9970854263426
0.07;0.05;0.25;0.14;0;0.04;0.05;0.06;0.34;0.06;0.12;0.27;0.02;0.09;0.22;0.02;0.23;0.09;0.02;0.19;0.01;0.16;0.01;0;0.14;0.07;0.12;0.2;0.05;0.14;0.13;0.21;0.45;0.27;0.09;0.42;0.06;0.05;0.16;0.06;0.05;0.11;0.04;0.21;0.47;0.07;0.16;0.02;0.19;0.07;0.12;3.44502192197846;44.0031950614179
0.07;0.04;0.25;0.14;0;0.04;0.09;0.05;0.3;0.23;0.12;0.26;0.02;0.09;0.26;0.01;0.19;0.08;0.03;0.18;0.07;0.16;0.01;0.01;0.11;0.07;0.12;0.26;0.04;0.13;0.29;0.18;0.57;0.32;0.11;0.39;0.06;0.05;0.16;0.09;0.04;0.1;0.07;0.23;0.6;0.09;0.21;0.04;0.13;0.1;0.2;3.44506963154127;44.0093047178113
0.07;0.05;0.26;0.15;0;0.05;0.09;0.05;0.31;0.07;0.12;0.26;0.02;0.09;0.25;0.02;0.21;0.08;0.03;0.15;0.07;0.17;0.01;0.01;0.11;0.09;0.13;0.25;0.04;0.13;0.26;0.19;0.5;0.32;0.11;0.42;0.07;0.05;0.15;0.09;0.04;0.11;0.08;0.21;0.55;0.08;0.21;0.04;0.16;0.1;0.11;3.44511735133468;44.0154143954567
0.07;0.06;0.26;0.16;0;0.04;0.11;0.09;0.3;0.1;0.12;0.32;0.06;0.09;0.27;0.02;0.19;0.08;0.03;0.18;0.07;0.16;0.03;0.06;0.14;0.08;0.12;0.28;0.05;0.14;0.29;0.17;0.48;0.31;0.11;0.39;0.11;0.06;0.17;0.11;0.04;0.1;0.07;0.35;0.65;0.08;0.23;0.04;0.17;0.18;0.19;3.44516508136199;44.0215240942876
0.08;0.06;0.27;0.16;0;0.04;0.1;0.1;0.29;0.24;0.12;0.32;0.06;0.09;0.27;0.02;0.16;0.08;0.03;0.21;0.07;0.16;0.03;0.06;0.15;0.08;0.12;0.35;0.04;0.14;0.28;0.18;0.56;0.3;0.11;0.4;0.11;0.06;0.17;0.12;0.04;0.1;0.07;0.33;0.67;0.09;0.33;0.04;0.16;0.18;0.25;3.4452128216265;44.0276338142379
0.07;0.04;0.25;0.16;0;0.03;0.08;0.09;0.29;0.23;0.12;0.27;0.06;0.09;0.24;0.01;0.17;0.08;0.03;0.21;0.06;0.16;0.02;0;0.14;0.08;0.12;0.28;0.04;0.14;0.28;0.18;0.55;0.27;0.11;0.41;0.11;0.14;0.17;0.11;0.06;0.1;0.07;0.26;0.65;0.08;0.22;0.04;0.17;0.18;0.25;3.44526057213148;44.0337435552413
0.07;0.05;0.24;0.16;0;0.03;0.08;0.12;0.3;0.06;0.12;0.27;0.08;0.09;0.24;0.01;0.2;0.1;0.03;0.19;0.06;0.18;0.02;0;0.15;0.07;0.12;0.24;0.05;0.15;0.12;0.17;0.47;0.27;0.09;0.44;0.12;0.05;0.17;0.1;0.06;0.1;0.03;0.23;0.53;0.07;0.15;0.04;0.22;0.18;0.15;3.44530833288025;44.0398533172316
0.07;0.05;0.21;0.14;0;0.03;0.05;0.06;0.29;0.06;0.11;0.26;0.02;0.09;0.21;0.02;0.21;0.1;0.02;0.17;0.02;0.17;0;0;0.17;0.07;0.12;0.2;0.11;0.11;0.13;0.22;0.43;0.25;0.09;0.44;0.08;0.07;0.15;0.06;0.06;0.1;0.03;0.18;0.49;0.08;0.15;0.03;0.22;0.13;0.12;3.4453561038761;44.0459631001423
0.06;0.04;0.21;0.14;0.02;0.02;0.05;0.05;0.28;0.05;0.1;0.27;0.05;0.09;0.21;0.02;0.19;0.1;0.02;0.18;0.04;0.2;0.01;0;0.14;0.07;0.12;0.24;0.04;0.13;0.11;0.2;0.42;0.25;0.09;0.44;0.08;0.04;0.15;0.06;0.1;0.1;0.03;0.17;0.49;0.12;0.16;0.03;0.23;0.14;0.12;3.44540388512232;44.0520729039072
0.06;0.05;0.21;0.14;0;0.03;0.08;0.04;0.3;0.17;0.12;0.26;0.02;0.09;0.24;0.01;0.19;0.05;0.02;0.22;0.05;0.18;0;0;0.15;0.08;0.12;0.26;0.05;0.14;0.15;0.18;0.53;0.26;0.12;0.48;0.07;0.15;0.15;0.1;0.06;0.1;0.07;0.2;0.6;0.08;0.14;0.03;0.15;0.1;0.24;3.44545167662221;44.0581827284601
0;0.04;0.2;0.15;0;0.03;0.06;0.05;0.28;0.07;0.09;0.21;0.02;0.11;0.26;0.02;0.14;0.05;0.16;0.36;0.04;0.17;0;0;0.4;0.08;0.12;0.19;0.04;0.11;0.08;0.05;0.38;0.25;0.08;0.62;0.09;0.06;0.14;0.02;0.06;0.09;0.14;0.19;0.49;0.08;0.14;0.02;0.14;0.08;0.16;3.44549947837908;44.0642925737346
0.02;0.05;0.21;0.14;0.01;0.03;0.05;0.05;0.31;0.05;0.07;0.26;0.02;0.09;0.23;0.02;0.19;0.05;0.02;0.2;0.04;0.18;0.01;0;0.2;0.07;0.12;0.24;0.05;0.11;0.1;0.09;0.41;0.22;0.09;0.49;0.07;0.04;0.14;0.03;0.07;0.1;0.03;0.21;0.51;0.07;0.15;0.03;0.18;0.08;0.14;3.44554729039622;44.0704024396643
0.07;0.05;0.24;0.16;0.02;0.03;0.05;0.1;0.29;0.04;0.1;0.27;0.14;0.09;0.23;0.02;0.22;0.09;0.08;0.22;0.08;0.17;0.03;0;0.16;0.07;0.12;0.25;0.04;0.13;0.13;0.17;0.43;0.25;0.1;0.45;0.13;0.04;0.17;0.08;0.08;0.1;0.03;0.27;0.49;0.08;0.16;0.04;0.23;0.19;0.14;3.44559511267695;44.076512326183
0.07;0.05;0.24;0.16;0;0.03;0.05;0.12;0.27;0.04;0.1;0.27;0.1;0.09;0.22;0.02;0.2;0.1;0.03;0.2;0.08;0.19;0.02;0;0.14;0.07;0.12;0.25;0.07;0.13;0.12;0.17;0.44;0.25;0.09;0.5;0.1;0.06;0.17;0.08;0.08;0.1;0.03;0.23;0.48;0.07;0.15;0.04;0.24;0.2;0.14;3.44564294522457;44.0826222332243
0.08;0.07;0.28;0.18;0;0.04;0.09;0.09;0.28;0.28;0.11;0.31;0.06;0.09;0.32;0.02;0.17;0.04;0.03;0.33;0.05;0.16;0.07;0.06;0.16;0.12;0.13;0.4;0.05;0.12;0.26;0.18;0.52;0.27;0.12;0.44;0.12;0.05;0.15;0.11;0.04;0.11;0.12;0.39;0.58;0.1;0.3;0.04;0.15;0.18;0.26;3.44569078804238;44.0887321607219
0.04;0.05;0.21;0.14;0;0.05;0.09;0.05;0.29;0.09;0.1;0.25;0.02;0.09;0.3;0.02;0.17;0.04;0.02;0.31;0.02;0.18;0;0;0.15;0.09;0.12;0.33;0.05;0.12;0.24;0.16;0.49;0.28;0.11;0.52;0.07;0.04;0.14;0.07;0.04;0.1;0.08;0.19;0.53;0.06;0.31;0.03;0.14;0.07;0.14;3.44573864113368;44.0948421086095
0.02;0.05;0.21;0.14;0;0.03;0.08;0.05;0.29;0.05;0.09;0.25;0.02;0.09;0.26;0.01;0.14;0.04;0.02;0.27;0.02;0.17;0;0;0.22;0.08;0.12;0.25;0.05;0.12;0.19;0.07;0.49;0.27;0.11;0.51;0.07;0.05;0.14;0.06;0.04;0.1;0.05;0.21;0.58;0.06;0.19;0.03;0.13;0.07;0.16;3.4457865045018;44.1009520768206
0.02;0.05;0.21;0.14;0;0.03;0.08;0.05;0.29;0.11;0.09;0.25;0.02;0.09;0.24;0.01;0.14;0.04;0.02;0.24;0.02;0.17;0;0;0.15;0.08;0.12;0.25;0.05;0.11;0.24;0.06;0.5;0.26;0.11;0.5;0.07;0.05;0.14;0.06;0.04;0.1;0.05;0.21;0.59;0.06;0.21;0.03;0.11;0.07;0.19;3.44583437815005;44.1070620652888
0;0.04;0.21;0.14;0;0.04;0.08;0.05;0.29;0.08;0.09;0.25;0.02;0.09;0.23;0.02;0.13;0.08;0.02;0.22;0.03;0.18;0;0;0.14;0.08;0.12;0.23;0.05;0.12;0.24;0.05;0.5;0.26;0.11;0.52;0.08;0.04;0.14;0.05;0.04;0.08;0.05;0.19;0.63;0.06;0.19;0.02;0.13;0.07;0.18;3.44588226208172;44.113172073948
0.03;0.04;0.22;0.13;0;0.05;0.09;0.05;0.28;0.05;0.12;0.25;0.02;0.09;0.24;0.01;0.16;0.07;0.02;0.22;0.03;0.18;0;0;0.13;0.09;0.12;0.25;0.05;0.12;0.23;0.19;0.5;0.27;0.12;0.51;0.07;0.04;0.14;0.09;0.04;0.1;0.06;0.22;0.57;0.05;0.24;0.03;0.16;0.12;0.14;3.44593015630014;44.1192821027315
0.06;0.05;0.27;0.14;0;0.03;0.08;0.05;0.29;0.05;0.12;0.25;0.02;0.09;0.24;0.02;0.19;0.04;0.02;0.24;0.03;0.17;0;0;0.21;0.08;0.12;0.27;0.05;0.12;0.17;0.16;0.49;0.28;0.11;0.56;0.07;0.05;0.14;0.09;0.06;0.1;0.05;0.26;0.55;0.05;0.14;0.03;0.21;0.2;0.13;3.44597806080863;44.1253921515732
0.05;0.05;0.27;0.13;0;0.04;0.09;0.04;0.27;0.24;0.12;0.26;0.02;0.09;0.23;0.01;0.16;0.07;0.02;0.29;0.01;0.16;0;0;0.14;0.09;0.12;0.4;0.04;0.12;0.25;0.18;0.53;0.28;0.11;0.48;0.07;0.04;0.15;0.09;0.04;0.1;0.09;0.27;0.67;0.05;0.23;0.03;0.18;0.2;0.2;3.44602597561049;44.1315022204064
0;0.03;0.22;0.13;0;0.04;0.08;0.04;0.27;0.07;0.09;0.21;0.02;0.09;0.2;0.02;0.17;0.07;0.02;0.25;0.01;0.17;0;0;0.16;0.08;0.12;0.22;0.04;0.12;0.25;0.04;0.48;0.26;0.1;0.48;0.05;0.03;0.15;0.04;0.05;0.08;0.05;0.18;0.57;0.05;0.23;0.03;0.16;0.07;0.16;3.44607390070905;44.137612309165
0;0.03;0.17;0.13;0;0.01;0.06;0.02;0.26;0.2;0.09;0.21;0.02;0.09;0.22;0.02;0.12;0.07;0.02;0.2;0.01;0.16;0;0;0.2;0.08;0.12;0.22;0.05;0.11;0.29;0.04;0.53;0.1;0.1;0.49;0.07;0.13;0.11;0.06;0.04;0.08;0.07;0.14;0.64;0.04;0.19;0.03;0.11;0.06;0.27;3.44612183610763;44.1437224177824
0;0.03;0.17;0.13;0;0.02;0.04;0.03;0.29;0.04;0.09;0.21;0.02;0.09;0.2;0.02;0.16;0.05;0.02;0.15;0.02;0.16;0;0;0.2;0.08;0.12;0.15;0.05;0.13;0.15;0.03;0.41;0.08;0.09;0.51;0.07;0.04;0.11;0.03;0.06;0.08;0.04;0.11;0.53;0.03;0.11;0.03;0.15;0.06;0.15;3.44616978180954;44.1498325461922
0;0.03;0.17;0.14;0.01;0.02;0.01;0.03;0.27;0.03;0.09;0.17;0.02;0.09;0.23;0.03;0.14;0.07;0.02;0.15;0.01;0.15;0;0;0.2;0.09;0.13;0.19;0.04;0.13;0.21;0.03;0.46;0.06;0.1;0.5;0.07;0.04;0.11;0.04;0.06;0.09;0.08;0.1;0.55;0.03;0.11;0.03;0.13;0.06;0.17;3.44621773781812;44.155942694328
0.01;0.04;0.17;0.14;0;0.03;0.06;0.03;0.27;0.13;0.09;0.18;0.02;0.1;0.2;0.03;0.12;0.07;0.02;0.22;0.01;0.16;0;0.01;0.18;0.09;0.13;0.28;0.04;0.11;0.31;0.04;0.44;0.1;0.1;0.52;0.07;0.04;0.1;0.04;0.04;0.09;0.09;0.15;0.6;0.03;0.22;0.03;0.11;0.06;0.17;3.44626570413668;44.1620528621233
0;0.02;0.17;0.13;0.01;0.01;0.01;0.03;0.27;0.05;0.09;0.16;0.02;0.1;0.27;0.02;0.14;0.05;0.02;0.19;0.01;0.15;0;0;0.23;0.06;0.12;0.16;0.04;0.12;0.24;0.03;0.4;0.06;0.11;0.52;0.07;0.04;0.11;0.04;0.04;0.08;0.06;0.1;0.58;0.03;0.17;0.03;0.13;0.06;0.16;3.44631368076854;44.1681630495118
0;0.02;0.17;0.13;0.01;0.02;0;0.04;0.25;0.04;0.09;0.16;0.02;0.1;0.23;0.02;0.16;0.06;0.02;0.13;0.02;0.15;0;0;0.23;0.06;0.12;0.12;0.06;0.13;0.12;0.03;0.43;0.06;0.09;0.57;0.06;0.04;0.11;0.03;0.07;0.08;0.04;0.1;0.49;0.03;0.1;0.03;0.15;0.07;0.16;3.44636166771704;44.174273256427
0;0.02;0.17;0.13;0.01;0.01;0.01;0.02;0.27;0.15;0.09;0.16;0.02;0.1;0.22;0.02;0.13;0.06;0.03;0.19;0.01;0.15;0;0;0.25;0.09;0.12;0.15;0.04;0.12;0.14;0.03;0.45;0.06;0.09;0.52;0.06;0.16;0.11;0.04;0.06;0.08;0.07;0.11;0.55;0.03;0.1;0.03;0.1;0.06;0.29;3.44640966498551;44.1803834828024
0;0.02;0.17;0.13;0.01;0.01;0.01;0.04;0.29;0.03;0.09;0.17;0.02;0.1;0.21;0.02;0.16;0.07;0.03;0.16;0.02;0.16;0;0;0.22;0.07;0.12;0.13;0.04;0.12;0.12;0.03;0.38;0.07;0.09;0.5;0.05;0.04;0.11;0.03;0.06;0.08;0.04;0.09;0.58;0.03;0.11;0.03;0.19;0.06;0.14;3.44645767257726;44.1864937285715
0;0.02;0.18;0.13;0.01;0.01;0;0.02;0.27;0.11;0.09;0.16;0.01;0.1;0.21;0.02;0.14;0.05;0.03;0.17;0.02;0.15;0;0;0.29;0.06;0.12;0.19;0.04;0.11;0.12;0.03;0.37;0.05;0.09;0.44;0.08;0.05;0.11;0.02;0.06;0.1;0.07;0.07;0.58;0.03;0.11;0.03;0.14;0.06;0.16;3.44650569049564;44.1926039936679
0;0.04;0.19;0.13;0.04;0;0.02;0.03;0.32;0.08;0.11;0.16;0.02;0.1;0.2;0.03;0.14;0.18;0.04;0.2;0.02;0.16;0.02;0.01;0.29;0.05;0.12;0.17;0.17;0.14;0.13;0.03;0.33;0.13;0.09;0.47;0.12;0.05;0.1;0.01;0.1;0.09;0.04;0.13;0.51;0.07;0.13;0.03;0.22;0.09;0.14;3.44655371874398;44.1987142780252
0;0.04;0.21;0.14;0.05;0.03;0.08;0.03;0.3;0.08;0.12;0.17;0.05;0.1;0.21;0.03;0.14;0.19;0.08;0.27;0.04;0.2;0.02;0;0.22;0.07;0.12;0.17;0.15;0.16;0.18;0.06;0.37;0.18;0.1;0.42;0.11;0.05;0.13;0.01;0.09;0.09;0.03;0.25;0.52;0.07;0.15;0.03;0.23;0.21;0.14;3.4466017573256;44.2048245815767
0.01;0.04;0.21;0.14;0.05;0.03;0.08;0.03;0.32;0.08;0.15;0.17;0.04;0.1;0.21;0.02;0.16;0.2;0.03;0.29;0.07;0.17;0.02;0;0.2;0.07;0.12;0.17;0.19;0.16;0.15;0.14;0.36;0.19;0.1;0.4;0.1;0.06;0.12;0.02;0.11;0.12;0.03;0.26;0.52;0.07;0.12;0.03;0.24;0.21;0.13;3.44664980624385;44.210934904256
0;0.04;0.21;0.14;0.08;0.03;0.08;0.03;0.32;0.08;0.14;0.17;0.05;0.1;0.21;0.02;0.15;0.19;0.03;0.31;0.09;0.17;0.02;0.01;0.2;0.07;0.12;0.18;0.18;0.16;0.14;0.14;0.38;0.17;0.1;0.42;0.1;0.05;0.13;0.04;0.11;0.12;0.03;0.28;0.52;0.08;0.15;0.03;0.27;0.2;0.14;3.44669786550206;44.2170452459967
