"Directory or file in ""/sps/mnhn""";Space used;# of files;Average file size;Median file size;# of directories;# of symlinks;Most recent file access time;Most recent file modification time;participation;site;point;user;date;enregistreur;micro;latitude;longitude;carre
vigiechiro/vigiechiro-prod-datastore/5d80894efa96827c1f000029;51.01 GiB;71862;744.36 KiB;48.78 KiB;0;0;2019/12/04 21:37;2019/09/18 01:49;5d80894efa96827c1f000029;58875c157a3269000f825977;Z1;56af28f99acc8c000ed8e8d5;2016-07-04T18:59:00Z;SM2BAT+;SMX-US;43.9407682446269;4.10096883773804;Vigiechiro - Point Fixe-300923
vigiechiro/vigiechiro-prod-datastore/5d80894efa96827c1f00002b;52.41 GiB;80787;680.30 KiB;18.35 KiB;0;0;2019/12/02 21:54;2019/09/18 14:59;5d80894efa96827c1f00002b;58875da2afddab000d8ab8a2;Z1;56af28f99acc8c000ed8e8d5;2016-07-15T18:54:00Z;SM2BAT+;SMX-US;43.5084797905611;3.59193116426468;Vigiechiro - Point Fixe-341033
vigiechiro/vigiechiro-prod-datastore/5d80894efa96827c1f00002d;69.47 GiB;99138;734.78 KiB;18.77 KiB;0;0;2019/12/03 05:03;2019/09/19 10:40;5d80894efa96827c1f00002d;58875e9aafddab000f6cc3f6;Z1;56af28f99acc8c000ed8e8d5;2016-10-03T16:53:00Z;SM2BAT+;SMX-US;43.5773130439846;3.51160168647766;Vigiechiro - Point Fixe-340812
vigiechiro/vigiechiro-prod-datastore/5d8089d8fa96826c0f0021fb;67.56 GiB;96035;737.68 KiB;17.86 KiB;0;0;2019/12/16 13:33;2019/10/10 05:47;5d8089d8fa96826c0f0021fb;58875e9aafddab000f6cc3f6;Z1;56af28f99acc8c000ed8e8d5;2016-10-03T16:52:00Z;SM2BAT+;SMX-US;43.5773130439846;3.51160168647766;Vigiechiro - Point Fixe-340812
vigiechiro/vigiechiro-prod-datastore/5d80f32178562b000ee432be;1.61 GiB;2026;831.62 KiB;16.84 KiB;0;0;2019/12/03 20:44;2019/09/17 19:07;5d80f32178562b000ee432be;56caecafc166eb000dc7ed8b;Z3;59dced6cf00a7e0019a81c2c;2019-09-15T17:30:00Z;SM2BAT;;48.877092697674;2.20914244651794;Vigiechiro - Point Fixe-920019
vigiechiro/vigiechiro-prod-datastore/5d80fc5878562b000ee4339c;2.63 GiB;30503;90.50 KiB;4.60 KiB;0;0;2019/10/16 09:22;2019/09/20 02:18;5d80fc5878562b000ee4339c;5d4acde6ef9f21000f3c7dd7;Z1;573068ea61ecd3000eef1615;2019-08-06T18:41:00Z;SM2BAT+;BIO-SM2-US;46.8248264315269;4.79621673271629;Vigiechiro - Point Fixe-710496
vigiechiro/vigiechiro-prod-datastore/5d81e0ae78562b000ee466fb;2.38 GiB;16120;154.85 KiB;5.26 KiB;0;0;2019/10/15 15:25;2019/09/18 16:38;5d81e0ae78562b000ee466fb;5d653527b267d7000f6bdb1e;Z1;573068ea61ecd3000eef1615;2019-08-26T18:06:00Z;SM2BAT+;;46.7443610338906;4.49129193390411;Vigiechiro - Point Fixe-710742
vigiechiro/vigiechiro-prod-datastore/5d83235cb0910f000dcb03aa;28.80 GiB;25390;1.16 MiB;83.13 KiB;0;0;2019/12/03 10:15;2019/09/20 00:45;5d83235cb0910f000dcb03aa;5b977a88200b27000d1dfe31;Z4;55df24e8600083000c80ebcb;2019-09-11T17:40:00Z;SM2BAT+;SMX-US;47.923835987342;-3.89925073587665;Vigiechiro - Point Fixe-291478
vigiechiro/vigiechiro-prod-datastore/5d83347d12fac5000e21dd0b;2.06 GiB;52384;41.21 KiB;3.24 KiB;0;0;2019/12/03 06:27;2019/09/19 18:02;5d83347d12fac5000e21dd0b;5b97775a6cc85a000da8129d;Z3;5d0217bc3ecfc0000fa17799;2019-09-16T17:45:00Z;SM2BAT+;SMX-U1;47.5040383002999;-1.78282336067912;Vigiechiro - Point Fixe-440476
vigiechiro/vigiechiro-prod-datastore/5d847f8492fc5e000f0d3b79;15.63 GiB;27616;593.51 KiB;63.13 KiB;0;0;2019/12/03 10:35;2019/09/20 17:47;5d847f8492fc5e000f0d3b79;5d79f67eff2933000ddd8689;Z2;55df24e8600083000c80ebcb;2019-09-11T17:40:00Z;SM2BAT+;SMX-US;47.9075786851979;-3.92006839531382;Vigiechiro - Point Fixe-291513
vigiechiro/vigiechiro-prod-datastore/5d8b1c2deee8fb000ecdf4d6;1.20 GiB;1;1.20 GiB;1.20 GiB;0;0;2019/09/25 11:59;2019/09/25 11:59;5d8b1c2deee8fb000ecdf4d6;5b9a8088911533000d677e13;Z2;5b9a4df71021f3000e6fe03b;2017-08-27T13:50:00Z;PassiveRecorder;Autre micro externe;48.8871936730556;7.89155852474505;Vigiechiro - Point Fixe-670263
vigiechiro/vigiechiro-prod-datastore/5d8b4332eee8fb000ecdf95d;2.40 GiB;3;819.27 MiB;700.00 MiB;0;0;2019/09/25 15:28;2019/09/25 15:29;5d8b4332eee8fb000ecdf95d;5b9a8088911533000d677e13;Z2;5b9a4df71021f3000e6fe03b;2016-08-27T13:50:00Z;PassiveRecorder;Autre micro externe;48.8871936730556;7.89155852474505;Vigiechiro - Point Fixe-670263
vigiechiro/vigiechiro-prod-datastore/5d95d59288b8e3000e6e6589;2.86 GiB;1;2.86 GiB;2.86 GiB;0;0;2019/10/03 14:43;2019/10/03 14:44;5d95d59288b8e3000e6e6589;5d95bf0988b8e3000e6e58eb;A2;5d764c3fd1f412000d3743c1;2019-10-02T17:00:00Z;Audiomoth;;50.4208924886044;1.89914898748384;Vigiechiro - Point Fixe-621012
vigiechiro/vigiechiro-prod-datastore/5d9b07feae0577000df24e65;2.72 GiB;27708;102.83 KiB;82.77 KiB;0;0;2022/05/12 16:59;2022/05/12 16:59;5d9b07feae0577000df24e65;5d667b36c05d85000e8d9362;Z1;5cd91e05de2c5c000e4aecf1;2019-08-08T18:15:00Z;SM2BAT+;SMX-U1;45.0936842522077;4.95259895510344;Vigiechiro - Point Fixe-260170
vigiechiro/vigiechiro-prod-datastore/5d9c3e749f8008000e075d6c;2.64 GiB;29645;93.51 KiB;4.21 KiB;0;0;2022/06/06 12:11;2022/06/06 12:11;5d9c3e749f8008000e075d6c;5d667b36c05d85000e8d9362;Z2;5cd91e05de2c5c000e4aecf1;2019-08-08T18:15:00Z;SM2BAT+;SMX-U1;45.0936842522077;4.95259895510344;Vigiechiro - Point Fixe-260170
vigiechiro/vigiechiro-prod-datastore/5d9dd298ea656b000f3330d9;1.47 GiB;32411;47.67 KiB;3.58 KiB;0;0;2022/06/06 12:17;2022/06/06 12:17;5d9dd298ea656b000f3330d9;5d668568c05d85000f5797b9;Z1;5cd91e05de2c5c000e4aecf1;2019-08-08T18:15:00Z;SM2BAT+;SMX-U1;44.8754365841994;4.93872198736904;Vigiechiro - Point Fixe-260443
vigiechiro/vigiechiro-prod-datastore/5d9ee344e6e56a000f805bcb;2.49 GiB;29035;89.78 KiB;33.49 KiB;0;0;2022/06/06 12:15;2022/06/06 12:15;5d9ee344e6e56a000f805bcb;5d668568c05d85000f5797b9;Z2;5cd91e05de2c5c000e4aecf1;2019-08-08T18:15:00Z;SM2BAT+;SMX-U1;44.8754365841994;4.93872198736904;Vigiechiro - Point Fixe-260443
vigiechiro/vigiechiro-prod-datastore/5da87edc0dc881000f3efc78;3.21 GiB;2471;1.33 MiB;1.54 MiB;0;0;2019/10/31 00:51;2019/10/18 09:30;5da87edc0dc881000f3efc78;5638b608c3e26a000e490bb8;D2;564456c620f2ed000ecfad17;2019-10-03T17:00:00Z;SM2BAT+;SMX-U1;43.0106097835535;6.22270345687866;Vigiechiro - Point Fixe-831522
vigiechiro/vigiechiro-prod-datastore/5dad6eca2d0ad2000fff1f6b;11.18 GiB;27490;426.47 KiB;3.95 KiB;0;0;2022/10/29 09:14;2022/10/28 06:22;5dad6eca2d0ad2000fff1f6b;5d496b46c854cf000f19b56f;Z2;5cd91e05de2c5c000e4aecf1;2019-07-17T18:40:00Z;SM2BAT+;SMX-U1;44.9452202368553;5.06429967066219;Vigiechiro - Point Fixe-260351
vigiechiro/vigiechiro-prod-datastore/5dc004594b7df5000f5eaf23;8.83 GiB;2892;3.13 MiB;3.66 MiB;0;0;2019/11/05 15:00;2019/11/05 15:00;5dc004594b7df5000f5eaf23;5b475f41c7e9f1000ee38fe8;A2;5b34aca7bbe5a4000f13e15a;2019-07-11T18:40:00Z;SM4;SMM-U2;44.6953516469443;4.93273721190917;Vigiechiro - Point Fixe-260751
vigiechiro/vigiechiro-prod-datastore/5dc15c71b71214000ffd7ebe;1.95 GiB;1112;1.80 MiB;1.83 MiB;0;0;2019/11/05 15:24;2019/11/05 15:24;5dc15c71b71214000ffd7ebe;5db151647381b1000f9b0aa3;Z1;584a7e82aceba5000f315c79;2019-09-03T18:00:00Z;SM2BAT+;SMX-US;47.8437461885789;7.14737495983025;Vigiechiro - Point Fixe-680477
vigiechiro/vigiechiro-prod-datastore/5dd422b7a207eb000da6d050;33.39 GiB;34740;1007.88 KiB;51.85 KiB;0;0;2022/06/06 10:55;2022/06/06 10:55;5dd422b7a207eb000da6d050;5d0a2396a8a969000eae694b;Z1;5d0a21d63b0a20000e96aea9;2019-07-15T12:00:00Z;SM4;SMM-U2;46.2518439183128;-1.52187825945407;Vigiechiro - Point Fixe-170045
vigiechiro/vigiechiro-prod-datastore/5ddba7316cfa7a000dcf0ef2;27.56 GiB;5937;4.75 MiB;4.77 MiB;0;0;2019/11/25 13:52;2019/11/25 13:52;5ddba7316cfa7a000dcf0ef2;5dcab1e82c9394000eb41ad3;Z2;5db6f848c8c319000ee826bd;2019-09-19T22:00:00Z;D500;Micro interne;49.7528468082808;5.08609181994632;Vigiechiro - Point Fixe-080322
vigiechiro/vigiechiro-prod-datastore/5ddceb2550861f000e9ed1cb;1.74 GiB;1;1.74 GiB;1.74 GiB;0;0;2019/11/27 08:13;2019/11/27 08:13;5ddceb2550861f000e9ed1cb;5dbabb088f8aa0000d71bb2a;Z1;5603c91e777609000dae41c1;2017-05-13T18:50:00Z;SM2BAT+;;49.0362269145201;1.53918728582619;Vigiechiro - Point Fixe-780027
vigiechiro/vigiechiro-prod-datastore/5de664cc68e6bb000d16e7d6;20.46 GiB;19504;1.07 MiB;35.28 KiB;0;0;2022/06/23 16:35;2022/06/23 16:35;5de664cc68e6bb000d16e7d6;5b0fad7600711f000ff82625;B1;5b34aca7bbe5a4000f13e15a;2019-08-26T17:48:00Z;SM4;SMM-U2;44.3965254050881;4.37268374697783;Vigiechiro - Point Fixe-071292
vigiechiro/vigiechiro-prod-datastore/5e00aee2fc5c96000ed029a9;7.91 GiB;60575;136.93 KiB;11.95 KiB;0;0;2019/12/24 14:22;2019/12/24 14:22;5e00aee2fc5c96000ed029a9;5d6cf31a94de70000f4c757b;Z2;562201812bfcd5000c929074;2019-07-29T19:31:00Z;PassiveRecorder;;47.2382930338739;0.255126713655045;Vigiechiro - Point Fixe-370771
vigiechiro/vigiechiro-prod-datastore/5e0dfb1476a057000d9a14ff;8.33 GiB;63119;138.38 KiB;27.90 KiB;0;0;2022/06/06 11:15;2022/06/06 11:15;5e0dfb1476a057000d9a14ff;5d711d30fffa1e000f73872d;Z1;562201812bfcd5000c929074;2019-08-29T19:00:00Z;PassiveRecorder;;47.3388873043702;0.687704220557748;Vigiechiro - Point Fixe-370547
vigiechiro/vigiechiro-prod-datastore/5e17998bb03485000df747af;2.39 GiB;28690;87.49 KiB;27.38 KiB;0;0;2020/01/15 13:54;2020/01/13 08:17;5e17998bb03485000df747af;5da49e4a49df69000fe85fa9;Z3;56653d337f77c9000d8b46bf;2015-09-05T17:45:00Z;SM2BAT+;SMX-US;45.10389369407;2.71593895910928;Vigiechiro - Point Fixe-150563
vigiechiro/vigiechiro-prod-datastore/5e1dc5715ac746004c7cbf8a;2.56 GiB;55;47.57 MiB;17.57 MiB;0;0;2020/01/16 17:05;2020/01/16 17:05;5e1dc5715ac746004c7cbf8a;5cab0642bb0acb00165dad72;Z1;5cab01f3743b8d000d39b7ab;2018-05-01T18:20:00Z;SM2BAT+;;47.7415446114471;4.56065541946168;Vigiechiro - Point Fixe-210326
vigiechiro/vigiechiro-prod-datastore/5e1f3137146444000f78f54f;1.47 GiB;31;48.57 MiB;30.87 MiB;0;0;2020/01/17 11:47;2020/01/17 11:47;5e1f3137146444000f78f54f;5cab0642bb0acb00165dad72;Z1;5cab01f3743b8d000d39b7ab;2018-07-01T18:30:00Z;SM2BAT+;;47.7415446114471;4.56065541946168;Vigiechiro - Point Fixe-210326
vigiechiro/vigiechiro-prod-datastore/5e202740ca3748000dab2d90;2.46 GiB;31;81.34 MiB;57.38 MiB;0;0;2020/01/17 06:49;2020/01/17 06:49;5e202740ca3748000dab2d90;5cab0642bb0acb00165dad72;Z1;5cab01f3743b8d000d39b7ab;2018-08-01T19:00:00Z;SM2BAT+;;47.7415446114471;4.56065541946168;Vigiechiro - Point Fixe-210326
vigiechiro/vigiechiro-prod-datastore/5e7322199708f6000ec65a6d;5.02 GiB;78389;67.12 KiB;4.33 KiB;0;0;2022/06/23 22:44;2022/06/23 22:44;5e7322199708f6000ec65a6d;5d0a254a3b0a20000facbcc8;Z1;5d0a21d63b0a20000e96aea9;2019-08-26T12:00:00Z;SM4;SMM-U2;45.5801419426562;-0.988271408907053;Vigiechiro - Point Fixe-171256
vigiechiro/vigiechiro-prod-datastore/5e8084acac14530011f242a8;1.82 GiB;23060;82.71 KiB;2.54 KiB;0;0;2020/12/07 12:33;2020/12/07 12:33;5e8084acac14530011f242a8;5e5f63ef6cd5a5000f951cc1;Z2;5c6d3293c815a0000e6f2033;2019-09-13T17:45:00Z;SM4;SMM-U2;42.826752847443;1.80010219713855;Vigiechiro - Point Fixe-090872
vigiechiro/vigiechiro-prod-datastore/5e883c2667a6f5000f81456d;3.57 GiB;3166;1.16 MiB;7.52 KiB;0;0;2021/04/08 16:25;2021/04/08 16:25;5e883c2667a6f5000f81456d;5e883a3867a6f50011d7ed3a;Z1;564456c620f2ed000ecfad17;2020-04-03T17:30:00Z;SM4;SMM-U2;43.1748021898481;6.52663579005771;Vigiechiro - Point Fixe-831364
vigiechiro/vigiechiro-prod-datastore/5ec8316b50b881000f34174b;37.77 GiB;19442;1.99 MiB;59.69 KiB;0;0;2021/09/24 22:09;2021/09/24 22:09;5ec8316b50b881000f34174b;5eb706edc96fa5000f05422d;Z2;5eb529857eebe100115b371f;2020-05-20T19:30:00Z;Audiomoth;;45.5801253986368;0.352693495119198;Vigiechiro - Point Fixe-161088
vigiechiro/vigiechiro-prod-datastore/5eccc86c00f22e000f2c4896;9.58 GiB;3903;2.51 MiB;2.62 MiB;0;0;2020/06/06 01:03;2020/06/06 01:03;5eccc86c00f22e000f2c4896;5ecbc5217368eb000fd3eb4c;Z1;561e4f9ed37212000c045332;2020-05-21T18:20:00Z;SM4;SMM-U2;44.5281074061886;4.39972630148288;Vigiechiro - Point Fixe-071075
vigiechiro/vigiechiro-prod-datastore/5ef31b1e67da67000f3a69ef;9.18 GiB;62;151.68 MiB;175.78 MiB;0;0;2020/07/25 19:30;2020/07/01 16:36;5ef31b1e67da67000f3a69ef;5ee2444fbd3aec0011aa53c9;C1;5ed412bf8700a8001180c7be;2020-06-23T20:45:00Z;Audiomoth;;50.1766571651209;3.66200511112198;Vigiechiro - Point Fixe-591139
vigiechiro/vigiechiro-prod-datastore/5ef8d64ae6d65c0010e29d18;7.82 GiB;8103;1011.92 KiB;54.26 KiB;0;0;2023/03/04 00:18;2023/03/04 00:18;5ef8d64ae6d65c0010e29d18;5ef1d662189eba001095c36f;C1;56548d0c058ad2000c0cf3c2;2020-06-23T19:20:00Z;SM4;;46.1500848793358;6.02490139870837;Vigiechiro - Point Fixe-990003
vigiechiro/vigiechiro-prod-datastore/5ef8d695e6d65c00117f0e6a;1.35 GiB;1556;907.84 KiB;43.80 KiB;0;0;2023/03/04 00:02;2023/03/04 00:08;5ef8d695e6d65c00117f0e6a;5ef1d662189eba001095c36f;Z1;56548d0c058ad2000c0cf3c2;2020-06-23T19:10:00Z;SM mini;;46.1500848793358;6.02490139870837;Vigiechiro - Point Fixe-990003
vigiechiro/vigiechiro-prod-datastore/5ef8d7be485ad9000f8b128b;1.80 GiB;2590;729.27 KiB;20.02 KiB;0;0;2023/03/04 00:58;2023/03/04 00:58;5ef8d7be485ad9000f8b128b;5ef1d88c189eba001095c43a;B2;56548d0c058ad2000c0cf3c2;2020-06-25T19:15:00Z;SM mini;;46.1678288885253;6.16870205956844;Vigiechiro - Point Fixe-990013
vigiechiro/vigiechiro-prod-datastore/5ef8d7f5485ad90010a454c6;8.42 GiB;12811;688.93 KiB;46.73 KiB;0;0;2023/03/04 01:42;2023/03/04 01:42;5ef8d7f5485ad90010a454c6;5ef1d88c189eba001095c43a;E1;56548d0c058ad2000c0cf3c2;2020-06-25T19:05:00Z;SM4;;46.1678288885253;6.16870205956844;Vigiechiro - Point Fixe-990013
vigiechiro/vigiechiro-prod-datastore/5f0ae63a6941b10011da5578;3.17 GiB;5722;581.20 KiB;15.52 KiB;0;0;2023/03/04 05:51;2023/03/04 05:51;5f0ae63a6941b10011da5578;5f0ae6106941b10011da5566;A2;5edf6148684aad00114f34a4;2020-07-09T19:00:00Z;Batlogger;Micro interne;46.2094296845025;6.00299373481043;Vigiechiro - Point Fixe-990023
vigiechiro/vigiechiro-prod-datastore/5f0ae69ae11c5d00102acfdf;7.88 GiB;8454;977.64 KiB;201.33 KiB;0;0;2023/03/04 06:16;2023/03/04 06:16;5f0ae69ae11c5d00102acfdf;5f0ae6106941b10011da5566;C2;5edf6148684aad00114f34a4;2020-07-09T19:00:00Z;Batlogger;Micro interne;46.2094296845025;6.00299373481043;Vigiechiro - Point Fixe-990023
vigiechiro/vigiechiro-prod-datastore/5f1586c67a06e2001113ab75;34.82 GiB;20341;1.75 MiB;76.24 KiB;0;0;2021/06/20 23:34;2021/06/20 23:42;5f1586c67a06e2001113ab75;5f1518fd7a06e200111388e8;Z1;5ec01a5775249b0010755d58;2020-07-11T19:25:00Z;Audiomoth;Micro interne;42.9902862768112;-0.389039428047997;Vigiechiro - Point Fixe-641783
vigiechiro/vigiechiro-prod-datastore/5f16b378f394c000117d1fc0;36.32 GiB;20341;1.83 MiB;104.11 KiB;0;0;2021/06/20 23:36;2021/06/20 23:45;5f16b378f394c000117d1fc0;5f151a9dd052260010c7830e;Z1;5ec01a5775249b0010755d58;2020-07-12T19:25:00Z;Audiomoth;Micro interne;42.8804866048497;-0.401998840022841;Vigiechiro - Point Fixe-641900
vigiechiro/vigiechiro-prod-datastore/5f203a05e87fa400101de7e8;15.24 GiB;10405;1.50 MiB;284.36 KiB;0;0;2022/06/26 13:05;2022/06/06 10:29;5f203a05e87fa400101de7e8;5f2038b4be3d4300105de31a;Z1;5f1ea1777bc638000ff77405;2020-06-30T19:44:00Z;SM2BAT+;SMX-US;46.7332497322163;-0.834393528073556;Vigiechiro - Point Fixe-850745
vigiechiro/vigiechiro-prod-datastore/5f227b23176a930010594c29;3.72 GiB;1;3.72 GiB;3.72 GiB;0;0;2021/06/15 13:04;2021/06/15 13:04;5f227b23176a930010594c29;5ecc135d7368eb000fd407e8;Z2;5d19d73c76102c000dcf7dcb;2020-07-27T19:15:00Z;Audiomoth;Micro interne;47.905825221967;0.921605495624558;Vigiechiro - Point Fixe-410172
vigiechiro/vigiechiro-prod-datastore/5f227b9d176a9300114ad602;5.52 GiB;1;5.52 GiB;5.52 GiB;0;0;2021/06/09 08:48;2021/06/25 17:27;5f227b9d176a9300114ad602;5eb26ecc3cfa160010a14430;Z1;5d19d73c76102c000dcf7dcb;2020-07-27T19:15:00Z;Audiomoth;Micro interne;47.8832678412189;0.984252708039466;Vigiechiro - Point Fixe-410204
vigiechiro/vigiechiro-prod-datastore/5f3116c449c50600119d340c;3.14 GiB;1;3.14 GiB;3.14 GiB;0;0;2020/08/24 10:11;2020/08/17 15:35;5f3116c449c50600119d340c;5eb2b236e9a4ec0010064e06;Z1;5d19d73c76102c000dcf7dcb;2020-07-22T19:15:00Z;Audiomoth;;47.9555947975361;1.32128055830985;Vigiechiro - Point Fixe-410134
vigiechiro/vigiechiro-prod-datastore/5f33c37fe3273f000f63a929;5.23 GiB;189002;29.01 KiB;2.50 KiB;0;0;2022/06/24 09:18;2022/06/24 09:18;5f33c37fe3273f000f63a929;5f33c2f6e3273f00101f10b8;Z1;5cd4218871a81e000e816fc7;2020-05-01T18:25:00Z;SM4;SMM-U2;47.3646221089493;3.96802668255011;Vigiechiro - Point Fixe-580286
vigiechiro/vigiechiro-prod-datastore/5f33fcf1e3273f000f63b66f;2.94 GiB;1;2.94 GiB;2.94 GiB;0;0;2020/08/12 17:35;2020/08/12 17:36;5f33fcf1e3273f000f63b66f;5f33d725e3273f000f63afff;Z5;5d3212302b56c4000f6a31f3;2020-05-20T19:44:00Z;SM2BAT;;43.7154472333747;7.31292497737643;Vigiechiro - Point Fixe-060928
vigiechiro/vigiechiro-prod-datastore/5f44c53a54616f000f18fd77;7.94 GiB;2847;2.86 MiB;2.86 MiB;0;0;2020/12/03 09:20;2020/12/03 09:20;5f44c53a54616f000f18fd77;5f44c44954616f0011ce1cb7;E2;5d31749c88c252000fe211c7;2020-08-22T18:00:00Z;D500;Micro externe sans cornet;44.7851885522688;-0.456993008149538;Vigiechiro - Point Fixe-331373
vigiechiro/vigiechiro-prod-datastore/5f4650333973ce000f250142;41.60 GiB;41316;1.03 MiB;54.68 KiB;0;0;2022/06/06 10:59;2022/06/06 10:59;5f4650333973ce000f250142;5f23cf8eaabe1400119571a6;Z1;5d94c696e825f5000f06e94a;2020-07-07T19:45:00Z;SM4;;43.3527894893514;-0.370269516205799;Vigiechiro - Point Fixe-640781
vigiechiro/vigiechiro-prod-datastore/5f4e731095a98d000fdca80f;19.04 GiB;17510;1.11 MiB;70.52 KiB;0;0;2022/06/23 16:36;2022/06/23 16:36;5f4e731095a98d000fdca80f;5f4e6d490f44290011e54af0;Z1;5e6b5bfe64586d000f0cad2f;2020-08-26T18:10:00Z;SM4;SMM-U2;43.9829496293849;7.55337634269813;Vigiechiro - Point Fixe-060476
vigiechiro/vigiechiro-prod-datastore/5f4e7d2d95a98d001126c500;32.08 GiB;15600;2.11 MiB;1.75 MiB;0;0;2020/12/03 12:59;2020/09/02 10:22;5f4e7d2d95a98d001126c500;5f4e790f95a98d0010771a5b;Z1;5f0082a2ebeac300102f387d;2020-08-24T18:45:00Z;Audiomoth;Micro interne;46.7064120872104;-2.30616799862695;Vigiechiro - Point Fixe-850652
vigiechiro/vigiechiro-prod-datastore/5f5211f5d6ea3c001114102a;2.20 GiB;1929;1.17 MiB;511.52 KiB;0;0;2020/09/09 21:53;2020/09/05 19:45;5f5211f5d6ea3c001114102a;5f5210e3d6ea3c001002d351;Z1;5f118432c7738a0011ab6b11;2020-07-16T20:13:00Z;SM4;;50.1536703059503;1.90364159663258;Vigiechiro - Point Fixe-800249
vigiechiro/vigiechiro-prod-datastore/5f55cae67ff03e00112b5570;25.19 GiB;24470;1.05 MiB;51.82 KiB;0;0;2021/10/27 17:15;2021/10/27 17:15;5f55cae67ff03e00112b5570;5f2a89fa681ba30010816390;Z3;5f23ed9caabe14000f8ae90b;2020-06-26T19:30:00Z;Audiomoth;Micro interne;48.971808197317;1.63272127555091;Vigiechiro - Point Fixe-780088
vigiechiro/vigiechiro-prod-datastore/5f5b3b84533bd00010d193b6;5.20 GiB;8459;644.85 KiB;18.90 KiB;0;0;2023/03/04 06:20;2023/03/04 06:20;5f5b3b84533bd00010d193b6;5f0ae6106941b10011da5566;A2;5edf6148684aad00114f34a4;2020-09-04T17:45:00Z;Batlogger;Micro interne;46.2094296845025;6.00299373481043;Vigiechiro - Point Fixe-990023
vigiechiro/vigiechiro-prod-datastore/5f5b3bc4533bd00010d193e0;7.79 GiB;10223;799.50 KiB;63.11 KiB;0;0;2023/03/04 06:42;2023/03/04 06:42;5f5b3bc4533bd00010d193e0;5f0ae6106941b10011da5566;C2;5edf6148684aad00114f34a4;2020-09-04T17:45:00Z;Batlogger;Micro interne;46.2094296845025;6.00299373481043;Vigiechiro - Point Fixe-990023
vigiechiro/vigiechiro-prod-datastore/5f5b3c3df55ba400104d51ba;2.11 GiB;3998;553.16 KiB;15.34 KiB;0;0;2023/03/04 05:42;2023/03/04 05:42;5f5b3c3df55ba400104d51ba;5f0ae534e11c5d0011f43ed9;G2;5edf6148684aad00114f34a4;2020-09-04T17:45:00Z;Batlogger;Micro interne;46.2228093255352;6.01055485778596;Vigiechiro - Point Fixe-990032
vigiechiro/vigiechiro-prod-datastore/5f5b543c533bd0000f26145d;70.93 GiB;119374;623.00 KiB;176.60 KiB;0;0;2021/02/11 11:07;2021/02/11 11:07;5f5b543c533bd0000f26145d;5f58999b7fb4ec0010de0cda;Z2;583d57acf4b431000e160a59;2019-06-27T19:00:00Z;SM2BAT+;SMX-US;47.1249645053461;-1.11203711464635;Vigiechiro - Point Fixe-491554
vigiechiro/vigiechiro-prod-datastore/5f5ba5a760347e000ff2175b;68.08 GiB;107091;666.57 KiB;111.66 KiB;0;0;2021/02/11 15:00;2021/02/11 15:00;5f5ba5a760347e000ff2175b;5f58999b7fb4ec0010de0cda;Z1;583d57acf4b431000e160a59;2019-06-27T19:00:00Z;SM2BAT+;SMX-US;47.1249645053461;-1.11203711464635;Vigiechiro - Point Fixe-491554
vigiechiro/vigiechiro-prod-datastore/5f5c9abe983c08000f9d7a73;92.48 GiB;151924;638.30 KiB;156.50 KiB;0;0;2021/02/12 17:30;2021/02/12 17:30;5f5c9abe983c08000f9d7a73;5f589cba7fb4ec001138c2ab;Z1;583d57acf4b431000e160a59;2019-06-27T19:00:00Z;SM2BAT+;SMX-US;47.1508863111857;-1.19693726203345;Vigiechiro - Point Fixe-491502
vigiechiro/vigiechiro-prod-datastore/5f6085171fe1e20011105903;15.35 GiB;16855;955.04 KiB;23.41 KiB;0;0;2023/03/05 12:06;2023/03/03 10:30;5f6085171fe1e20011105903;5b0fad7600711f000ff82625;G1;561e4f9ed37212000c045332;2020-06-22T18:00:00Z;SM4;SMM-U2;44.3965254050881;4.37268374697783;Vigiechiro - Point Fixe-071292
vigiechiro/vigiechiro-prod-datastore/5f60855ef0ebbf0010d89e72;15.08 GiB;20468;772.65 KiB;53.98 KiB;0;0;2023/03/06 04:54;2023/03/03 11:00;5f60855ef0ebbf0010d89e72;5b0fad7600711f000ff82625;A1;561e4f9ed37212000c045332;2020-06-22T18:00:00Z;SM4;SMM-U2;44.3965254050881;4.37268374697783;Vigiechiro - Point Fixe-071292
vigiechiro/vigiechiro-prod-datastore/5f611bed1fe1e2000f50185a;19.79 GiB;19530;1.04 MiB;23.57 KiB;0;0;2023/03/02 09:04;2023/03/02 09:04;5f611bed1fe1e2000f50185a;5b0fa8b700711f000e78adf2;A1;561e4f9ed37212000c045332;2020-08-17T18:00:00Z;SM4;SMM-U2;44.3991467750546;4.49258372639918;Vigiechiro - Point Fixe-071272
vigiechiro/vigiechiro-prod-datastore/5f6491e6eaeb6d0010af3871;10.43 GiB;11790;927.23 KiB;27.22 KiB;0;0;2023/03/05 11:41;2023/03/03 09:38;5f6491e6eaeb6d0010af3871;5b0fa73dfa489b000d5a070f;H1;561e4f9ed37212000c045332;2020-06-15T18:00:00Z;SM4;SMM-U2;44.5534176917903;4.42266559072925;Vigiechiro - Point Fixe-071046
