term;Estimate;Std..Error;z.value;Pr...z..;bt_mean;bt_sd;coef_raw;coef;ICinf;ICsup;VIF;res
year;0.288108082481715;0.0337640467113109;8.53298435892755;1.42619975913566e-17;2015.02473122593;4.55714780941142;1.33390146771346;1.06526238596962;1.04990502516195;1.08084438474483;1.00925920211102;Myodau_sorting_0_Coefs.csv
year;0.135699829085197;0.0329457586288006;4.11888615509285;3.80708165538715e-05;2015.5914490876;4.26057859697465;1.14533804482207;1.03236273640382;1.01683441693764;1.04812819251823;1.01021540697424;Myodau_sorting_23_Coefs.csv
year;0.138823049378586;0.033081789394926;4.19635853796585;2.71240744767692e-05;2015.59041942605;4.26202702063452;1.14892077976938;1.03310834825709;1.0175104013743;1.04894540419137;1.01033816188602;Myodau_sorting_45_Coefs.csv
year;0.10506903664984;0.0500738828117454;2.09828019618233;0.0358804008845172;2015.59041942605;4.26202702063452;1.1107872927421;1.02495874486097;1.00162637645882;1.04883462871763;1.01760905793604;Myodau_sorting_custom_Coefs.csv
year;0.133782511247312;0.149442121341991;0.895212876034846;0.370673302956679;2017.2866927593;3.70941033086356;1.14314417160653;1.03672396570313;0.958011069994178;1.12190413527242;1.81238859421617;Myodau_sorting_customARA_Coefs.csv
year;0.507373953995582;0.101917617883939;4.97827524357337;6.41533825048637e-07;2016.05134424904;3.29438980040991;1.66092380065621;1.16650431539864;1.09787517548432;1.23942352302791;1.05847227061615;Myodau_sorting_customBRETAGNE_Coefs.csv
year;-0.343548932921694;0.139237680956181;-2.46735603869911;0.0136114941853964;2015.01417570879;4.52036742386042;0.709248774680533;0.926815999742765;0.872518337723825;0.98449265790798;1.07538010080669;Myodau_sorting_customCENTRE_Coefs.csv
year;0.30287249564336;0.167206136644144;1.81137188934607;0.070083304338225;2016.31732867743;3.7939449604736;1.35374184545462;1.08310345822013;0.993472669083311;1.18082070872755;1.009772918933;Myodau_sorting_customHDF_Coefs.csv
year;-0.0447296364106599;0.0929286552753341;-0.481333085883278;0.630279785733956;2013.2139561707;4.30956022024711;0.956255983686858;0.989674512707019;0.948719024289693;1.0323980188288;1.13239001637287;Myodau_sorting_customILE-DE-FRANCE_Coefs.csv
year;0.557755957817329;0.151992808685066;3.6696207053652;0.000242910619536282;2013.43108384458;4.33591732648538;1.74674832201495;1.13727631549403;1.06176320046269;1.21815995997982;1.23482162535591;Myodau_sorting_customNORMANDIE_Coefs.csv
year;0.106403732789628;0.0835833299619627;1.27302576767462;0.203008898309194;2015.02473122593;4.55714780941142;1.11227084608007;1.0236234722495;0.987479801456122;1.0610900713058;1.10863980399299;Myoema_sorting_0_Coefs.csv
year;0.0919498672238172;0.0782325695117586;1.17533998688356;0.239858722795616;2015.5914490876;4.26057859697465;1.0963098596463;1.02181611057689;0.985696053891766;1.05925975833228;1.12402222953702;Myoema_sorting_23_Coefs.csv
year;0.0911387155051611;0.0783092017966531;1.1638314963524;0.244492305375694;2015.59041942605;4.26202702063452;1.09542094658988;1.02161416347507;0.985478569206925;1.05907478013731;1.12482524114764;Myoema_sorting_45_Coefs.csv
year;0.0206588471529685;0.0827746300990156;0.249579456027242;0.802912587613386;2015.96827450429;4.28047253415115;1.020873718248;1.0048379659464;0.967466038142238;1.04365352167416;2.88352610144198;Myoema_sorting_custom_Coefs.csv
year;0.043500944815974;0.109110014565559;0.398688837034627;0.690122494129652;2016.30854392298;3.21461690435659;1.04446098113498;1.01362420802876;0.948387075859736;1.08334883641316;20.2177073117651;Myoema_sorting_customBRETAGNE_Coefs.csv
year;4.38777071810685;1.02001375285484;4.30167799779782;1.69509524930859e-05;2016.69756097561;3.66737760219215;80.4608489850251;3.30829437874925;1.91804178638202;5.70624257207084;18796173570.6198;Myoema_sorting_customHDF_Coefs.csv
year;-0.261037461170794;0.475142454845843;-0.549387785723097;0.582739354502467;2013.0753080785;4.59990411298122;0.770252064530466;0.944831705194634;0.771667933374597;1.15685376122484;4610.26620713021;Myoema_sorting_customILE-DE-FRANCE_Coefs.csv
year;0.166710006526065;0.0814784214891055;2.04606328251408;0.0407501449177818;2015.02473122593;4.55714780941142;1.18141161396935;1.03725945261509;1.00154057703466;1.07425220376481;1.03275202411396;MyoGT_sorting_0_Coefs.csv
year;0.0202116244936885;0.0793951877362297;0.254569893591492;0.799055314645052;2015.5914490876;4.26057859697465;1.02041726246523;1.0047551384336;0.968719927935037;1.0421308152096;1.03042667219936;MyoGT_sorting_23_Coefs.csv
year;0.0248659178375629;0.0795994912641377;0.312387899001131;0.754745745752452;2015.59041942605;4.26202702063452;1.02517765327205;1.005851346443;0.969697748380306;1.04335287240907;1.03081850262639;MyoGT_sorting_45_Coefs.csv
year;0.0376694064687082;0.0881644754249348;0.427262866218501;0.669187876436905;2015.59041942605;4.26202702063452;1.03838789180845;1.00887755193407;0.968791828273074;1.05062190358359;1.0416016164939;MyoGT_sorting_custom_Coefs.csv
year;-0.197993094654321;0.174054967345401;-1.137531997357;0.255315956233792;2016.05134424904;3.29438980040991;0.82037551809481;0.941670285334412;0.849037156553372;1.04441003486995;1.21793829964971;MyoGT_sorting_customBRETAGNE_Coefs.csv
year;-0.000931697746981995;0.0568472096589163;-0.0163895071116452;0.986923650738386;2015.02473122593;4.55714780941142;0.9990687361486;0.999795573338683;0.975647800334134;1.02454101585151;1.04817406713522;Myomys_sorting_0_Coefs.csv
year;-0.0618702906871764;0.0541759810958234;-1.14202437013081;0.253443889989419;2015.5914490876;4.26057859697465;0.940004806261344;0.985583359388911;0.961324012183699;1.01045489969381;1.0481497997356;Myomys_sorting_23_Coefs.csv
year;-0.0629364877884207;0.0542444108781004;-1.16023912454047;0.245951461775785;2015.59041942605;4.26202702063452;0.939003109959491;0.985341697459598;0.961066194832639;1.01023037328;1.04850454851876;Myomys_sorting_45_Coefs.csv
year;-0.10172175128465;0.0726629936405914;-1.3999113742518;0.161539859531366;2015.59041942605;4.26202702063452;0.903280853442128;0.9764155753013;0.94432747215282;1.0095940272896;1.39095184111956;Myomys_sorting_custom_Coefs.csv
year;-0.0433299014898675;0.147940028976177;-0.292888285812387;0.769607542992448;2017.2866927593;3.70941033086356;0.957595425793695;0.988386883566027;0.914069144758304;1.06874697303526;999283.917503207;Myomys_sorting_customARA_Coefs.csv
year;-0.109774717196129;0.0957311643636298;-1.14669781701553;0.251506533008541;2016.05134424904;3.29438980040991;0.896035974056879;0.967227338230632;0.913678970099278;1.02391403812114;43814.0222207241;Myomys_sorting_customBRETAGNE_Coefs.csv
year;0.156166243054847;0.564420827810471;0.276684054450391;0.782022716766633;2016.31732867743;3.7939449604736;1.16902052848063;1.04202086646261;0.778474052007489;1.39478956728675;1.34315488395259;Myomys_sorting_customHDF_Coefs.csv
year;-0.00568170242145987;0.222474789368109;-0.0255386349059932;0.97962533232925;2013.43108384458;4.33591732648538;0.994334407923906;0.998690477464682;0.90314187514814;1.10434771902813;1.82634664420014;Myomys_sorting_customNORMANDIE_Coefs.csv
year;0.392926417322088;0.0425808999113293;9.22776216896121;2.76344803097821e-20;2015.02473122593;4.55714780941142;1.48130938660747;1.09004829668756;1.07026744852483;1.11019473753891;1.02097035764039;Myonat_sorting_0_Coefs.csv
year;0.231530249042546;0.0418504815419299;5.53231983270196;3.16022983342893e-08;2015.5914490876;4.26057859697465;1.26052745574956;1.0558461072361;1.0357131884826;1.07637038377286;1.01998652571914;Myonat_sorting_23_Coefs.csv
year;0.231927193367577;0.0421422964071801;5.50343035715686;3.72471704966083e-08;2015.59041942605;4.26202702063452;1.26102791429019;1.05592494720757;1.03565831161299;1.07658817742581;1.02042229119129;Myonat_sorting_45_Coefs.csv
year;0.332037573840077;0.0491576889048805;6.75453995574458;1.43289177588342e-11;2015.59041942605;4.26202702063452;1.39380521814301;1.08102106246131;1.05685766898969;1.10573691403698;1.0186007597604;Myonat_sorting_custom_Coefs.csv
year;0.510749617935483;0.11606301216531;4.40062349241822;1.07940275582562e-05;2017.2866927593;3.70941033086356;1.66653999509644;1.14762001438331;1.07935680905532;1.22020048084548;1.77637917780156;Myonat_sorting_customARA_Coefs.csv
year;0.315863550026298;0.0762330733214381;4.14339257574536;3.42205405317528e-05;2016.05134424904;3.29438980040991;1.37144310948207;1.10062613089114;1.05182329500677;1.15169333646733;1.03731230339256;Myonat_sorting_customBRETAGNE_Coefs.csv
year;-0.681194818161935;0.158455347127771;-4.29897021785355;1.7159352620993e-05;2015.01417570879;4.52036742386042;0.506012038658773;0.860110363387888;0.803001700957267;0.921280535676741;1.02948191091785;Myonat_sorting_customCENTRE_Coefs.csv
year;1.17818784207904;0.278809734084096;4.22577728840581;2.38117407501168e-05;2016.31732867743;3.7939449604736;3.2484821032201;1.36416737811774;1.18117566803928;1.5755087798327;1.06021782673187;Myonat_sorting_customHDF_Coefs.csv
year;0.200677606915334;0.151811735237238;1.32188467908448;0.18620655491916;2013.2139561707;4.30956022024711;1.22223066958308;1.04766688872684;0.977773285231463;1.12255665634671;1.04936118803077;Myonat_sorting_customILE-DE-FRANCE_Coefs.csv
year;-0.131031209433754;0.218290763886673;-0.600259979399674;0.548332985950412;2013.43108384458;4.33591732648538;0.87719039734824;0.970232106491268;0.879067239662291;1.07085135015169;1.60963089126027;Myonat_sorting_customNORMANDIE_Coefs.csv
year;0.46213553194911;0.117400622796494;3.9363976181812;8.27138841544963e-05;2017.30296479308;3.14178669566807;1.5874604402539;1.15846195362848;1.07664995439304;1.24649064677784;1.21538869536269;Myonat_sorting_customOCCITANIE_Coefs.csv
year;0.097092086139383;0.109029505575752;0.890512028158513;0.37319101274241;2015.02473122593;4.55714780941142;1.10196184436091;1.02153403185904;0.97473798441337;1.0705767036197;1.03207746080305;Nyclas_sorting_0_Coefs.csv
year;0.124706495330347;0.127758827643187;0.976108638681586;0.329010630876315;2015.5914490876;4.26057859697465;1.1328159175072;1.02970242191638;0.970928795451211;1.09203381614376;1.05208353060449;Nyclas_sorting_23_Coefs.csv
year;0.128739102954809;0.128735386714595;1.00002886727814;0.31729653799214;2015.59041942605;4.26202702063452;1.13739334289036;1.0306669055725;0.971421288494131;1.09352582944635;1.05247872636533;Nyclas_sorting_45_Coefs.csv
year;-0.38889414755784;0.377543710872683;-1.03006390083659;0.302980009752103;2015.02473122593;4.55714780941142;0.67780601363864;0.918202631697704;0.780583687248211;1.08008415577932;1.22579818897055;Nyclas_sorting_custom_Coefs.csv
year;0.371760493826445;0.0275898506639576;13.4745380957099;2.2086319698416e-41;2015.02473122593;4.55714780941142;1.45028558734173;1.08499724647664;1.07219875331696;1.09794851115061;1.01388955637654;Nyclei_sorting_0_Coefs.csv
year;0.371760493826445;0.0275898506639576;13.4745380957099;2.2086319698416e-41;2015.02473122593;4.55714780941142;1.45028558734173;1.08499724647664;1.07219875331696;1.09794851115061;1.01388955637654;Nyclei_sorting_0_RP0_PF0_Coefs.csv
year;0.506686134416666;0.0334977984684503;15.1259532740304;1.09207675357594e-51;2015.02473122593;4.55714780941142;1.65978177754498;1.11760155948225;1.10161578901494;1.13381930271174;1.01798041181414;Nyclei_sorting_0_RP20_PF50_Coefs.csv
year;0.58510320391635;0.0361402003349204;16.189816284748;5.95059717066577e-59;2015.02473122593;4.55714780941142;1.79517624529903;1.13699908845665;1.11946291561302;1.15480996209984;1.01982867041134;Nyclei_sorting_0_RP35_PF50_Coefs.csv
year;0.615786010707244;0.0377886468060911;16.2955295506371;1.06180004015606e-59;2015.02473122593;4.55714780941142;1.85111102097083;1.1446802153037;1.12622682708558;1.16343596493654;1.02073387351973;Nyclei_sorting_0_RP50_PF50_Coefs.csv
year;0.130279209705643;0.0274431862891879;4.74723336907023;2.06217969497274e-06;2015.5914490876;4.26057859697465;1.13914639965687;1.03105012428115;1.01811545491356;1.04414912242977;1.01544550947558;Nyclei_sorting_23_Coefs.csv
year;0.130279209705643;0.0274431862891879;4.74723336907023;2.06217969497274e-06;2015.5914490876;4.26057859697465;1.13914639965687;1.03105012428115;1.01811545491356;1.04414912242977;1.01544550947558;Nyclei_sorting_23_RP0_PF0_Coefs.csv
year;0.229007952766817;0.033442934329674;6.84772306488723;7.50346388601345e-12;2015.5914490876;4.26057859697465;1.25735203839765;1.05522122296416;1.03911139211722;1.07158081206789;1.0202358691629;Nyclei_sorting_23_RP20_PF50_Coefs.csv
year;0.295164789657658;0.0359095462824226;8.21967471647334;2.04055883185781e-16;2015.5914490876;4.26057859697465;1.34334771025684;1.07173421688315;1.05417543597659;1.08958546408743;1.02188403989977;Nyclei_sorting_23_RP35_PF50_Coefs.csv
year;0.32250626591698;0.03750001896233;8.60016274234281;7.9603138705962e-18;2015.5914490876;4.26057859697465;1.38058354145433;1.07863398860782;1.06018619188564;1.09740278668477;1.02202829320509;Nyclei_sorting_23_RP50_PF50_Coefs.csv
year;0.133804833321056;0.0275972275941827;4.84848823543642;1.24405907482139e-06;2015.59041942605;4.26202702063452;1.14316968923983;1.0318926567616;1.01887961094881;1.04507190411529;1.0156395148739;Nyclei_sorting_45_Coefs.csv
year;0.133804833321056;0.0275972275941827;4.84848823543642;1.24405907482139e-06;2015.59041942605;4.26202702063452;1.14316968923983;1.0318926567616;1.01887961094881;1.04507190411529;1.0156395148739;Nyclei_sorting_45_RP0_PF0_Coefs.csv
year;0.229573561590605;0.0336302653044374;6.82639757707512;8.70734090301458e-12;2015.59041942605;4.26202702063452;1.25806340896494;1.05534199163191;1.03914622703368;1.07179017767391;1.02058321280479;Nyclei_sorting_45_RP20_PF50_Coefs.csv
year;0.297988219258383;0.036142654133465;8.24477964894314;1.65464850497653e-16;2015.59041942605;4.26202702063452;1.3471459174081;1.07241918590685;1.0547420318404;1.09039260367234;1.02236912310488;Nyclei_sorting_45_RP35_PF50_Coefs.csv
year;0.324809293190224;0.03772980305626;8.60882556704289;7.38128652512232e-18;2015.59041942605;4.26202702063452;1.38376672707799;1.0791892342644;1.06062607756705;1.09807728471448;1.02254772317153;Nyclei_sorting_45_RP50_PF50_Coefs.csv
year;0.049221487744252;0.0427991772827683;1.15005686719285;0.250120450005148;2015.96827450429;4.28047253415115;1.05045298743862;1.01156544659243;0.99193467921911;1.03158471437382;1.8354641653985;Nyclei_sorting_60_RP0_PF0_Coefs.csv
year;0.360736263248633;0.0604441665506759;5.96809061708536;2.40046049715782e-09;2015.96827450429;4.28047253415115;1.43438511091899;1.08792789066442;1.05823073390991;1.11845843950541;2.61516967539877;Nyclei_sorting_60_RP35_PF50_Coefs.csv
year;0.4039877461817;0.0629418435346279;6.41842887807128;1.37687905498718e-10;2015.96827450429;4.28047253415115;1.49778559325318;1.09897644312675;1.06775585798365;1.13110990074851;2.59052363900824;Nyclei_sorting_60_RP50_PF50_Coefs.csv
year;0.206566135455846;0.0344090364460007;6.00325254036153;1.93403441505694e-09;2015.5914490876;4.26057859697465;1.22944904170119;1.04967765115811;1.03319316958437;1.06642514079341;1.03178890933684;Nyclei_sorting_custom_Coefs.csv
year;0.370679871868876;0.101492074415693;3.65230363063268;0.000259898325205065;2017.2866927593;3.70941033086356;1.44871922336739;1.10509311120163;1.04739235357892;1.16597259876146;1.28246153712466;Nyclei_sorting_customARA_Coefs.csv
year;0.0546098409811577;0.0944278165571979;0.578323665337309;0.563045619855251;2016.08951048951;3.29782948569002;1.0561284762309;1.01669719386673;0.961211363102751;1.07538593871781;1.048714816587;Nyclei_sorting_customBRETAGNE_Coefs.csv
year;0.398271206099977;0.0890905326470637;4.47040997810336;7.80697993760557e-06;2015.02942200557;4.51626633620594;1.48924786824934;1.09219118855172;1.05076927406844;1.13524597815021;1.05691453484304;Nyclei_sorting_customCENTRE_Coefs.csv
year;-0.112042869780114;0.173290488025239;-0.646560991644245;0.517916111183542;2016.26903336185;3.79095256614345;0.89400593084116;0.970877153507899;0.887676047580319;1.0618766269215;1.1104483597414;Nyclei_sorting_customHDF_Coefs.csv
year;-0.297258691939597;0.0775977173787727;-3.83076592947454;0.000127744986046185;2013.20824978516;4.3072726976496;0.74285181772585;0.933314355956536;0.900934287635596;0.966858181544635;1.04734315410177;Nyclei_sorting_customILE-DE-FRANCE_Coefs.csv
